dex,pokemon_id,pokemon,base_attack,base_defense,base_stamina,types,fast_moves,charged_moves,elite_moves,legacy_moves,buddy_distance,third_move_cost,released,family_id,evolutions,parent,tags
645,landorus_therian,Landorus (Therian),289,179,205,"['ground', 'flying']","['MUD_SHOT', 'EXTRASENSORY']","['EARTHQUAKE', 'STONE_EDGE', 'SUPER_POWER', 'BULLDOZE', 'SANDSEAR_STORM']",['SANDSEAR_STORM'],nan,20.0,100000,True,,nan,,['legendary']
646,kyurem,Kyurem,246,170,245,"['dragon', 'ice']","['DRAGON_BREATH', 'STEEL_WING']","['DRAGON_CLAW', 'BLIZZARD', 'DRACO_METEOR', 'GLACIATE']",['GLACIATE'],nan,20.0,100000,True,,nan,,['legendary']
646,kyurem_black,Kyurem (Black),310,183,245,"['dragon', 'ice']","['DRAGON_TAIL', 'SHADOW_CLAW']","['IRON_HEAD', 'BLIZZARD', 'STONE_EDGE', 'OUTRAGE']",nan,nan,20.0,100000,False,,nan,,['legendary']
646,kyurem_white,Kyurem (White),310,183,245,"['dragon', 'ice']","['DRAGON_BREATH', 'STEEL_WING']","['DRAGON_PULSE', 'BLIZZARD', 'ANCIENT_POWER', 'FOCUS_BLAST']",nan,nan,20.0,100000,False,,nan,,['legendary']
647,keldeo_ordinary,Keldeo (Ordinary),260,192,209,"['water', 'fighting']","['POISON_JAB', 'LOW_KICK']","['AQUA_JET', 'CLOSE_COMBAT', 'HYDRO_PUMP', 'X_SCISSOR', 'SACRED_SWORD']",nan,nan,20.0,100000,True,,nan,,"['mythical', 'untradeable']"
647,keldeo_resolute,Keldeo (Resolute),260,192,209,"['water', 'fighting']","['POISON_JAB', 'LOW_KICK']","['AQUA_JET', 'CLOSE_COMBAT', 'HYDRO_PUMP', 'X_SCISSOR', 'SACRED_SWORD']",['SACRED_SWORD'],nan,20.0,100000,False,,nan,,"['mythical', 'untradeable']"
648,meloetta_aria,Meloetta (Aria),250,225,225,"['normal', 'psychic']","['QUICK_ATTACK', 'CONFUSION']","['PSYSHOCK', 'THUNDERBOLT', 'DAZZLING_GLEAM', 'HYPER_BEAM']",nan,nan,20.0,100000,True,,nan,,"['mythical', 'untradeable']"
648,meloetta_pirouette,Meloetta (Pirouette),269,188,225,"['normal', 'fighting']","['QUICK_ATTACK', 'LOW_KICK']","['CLOSE_COMBAT', 'FIRE_PUNCH', 'ICE_PUNCH', 'HYPER_BEAM']",nan,nan,20.0,100000,False,,nan,,"['mythical', 'untradeable']"
649,genesect,Genesect,252,199,174,"['bug', 'steel']","['METAL_CLAW', 'FURY_CUTTER']","['X_SCISSOR', 'MAGNET_BOMB', 'HYPER_BEAM', 'TECHNO_BLAST_NORMAL']",['TECHNO_BLAST_NORMAL'],nan,20.0,100000,True,,nan,,"['mythical', 'untradeable']"
649,genesect_burn,Genesect (Burn),252,199,174,"['bug', 'steel']","['METAL_CLAW', 'FURY_CUTTER']","['X_SCISSOR', 'MAGNET_BOMB', 'FLAMETHROWER', 'TECHNO_BLAST_BURN']",['TECHNO_BLAST_BURN'],nan,20.0,100000,True,,nan,,"['mythical', 'untradeable']"
649,genesect_chill,Genesect (Chill),252,199,174,"['bug', 'steel']","['METAL_CLAW', 'FURY_CUTTER']","['X_SCISSOR', 'MAGNET_BOMB', 'ICE_BEAM', 'TECHNO_BLAST_CHILL']",['TECHNO_BLAST_CHILL'],nan,20.0,100000,True,,nan,,"['mythical', 'untradeable']"
649,genesect_douse,Genesect (Douse),252,199,174,"['bug', 'steel']","['METAL_CLAW', 'FURY_CUTTER']","['X_SCISSOR', 'MAGNET_BOMB', 'GUNK_SHOT', 'TECHNO_BLAST_DOUSE']",['TECHNO_BLAST_DOUSE'],nan,20.0,100000,True,,nan,,"['mythical', 'untradeable']"
649,genesect_shock,Genesect (Shock),252,199,174,"['bug', 'steel']","['METAL_CLAW', 'FURY_CUTTER']","['X_SCISSOR', 'MAGNET_BOMB', 'ZAP_CANNON', 'TECHNO_BLAST_SHOCK']",nan,nan,20.0,100000,True,,nan,,"['mythical', 'untradeable']"
650,chespin,Chespin,110,106,148,"['grass', 'none']","['TAKE_DOWN', 'VINE_WHIP']","['GYRO_BALL', 'SEED_BOMB', 'BODY_SLAM']",nan,nan,3.0,10000,True,FAMILY_CHESPIN,['quilladin'],,['starter']
651,quilladin,Quilladin,146,156,156,"['grass', 'none']","['LOW_KICK', 'VINE_WHIP']","['GYRO_BALL', 'ENERGY_BALL', 'BODY_SLAM']",nan,nan,3.0,10000,True,FAMILY_CHESPIN,['chesnaught'],chespin,['starter']
652,chesnaught,Chesnaught,201,204,204,"['grass', 'fighting']","['LOW_KICK', 'SMACK_DOWN', 'VINE_WHIP']","['GYRO_BALL', 'ENERGY_BALL', 'SUPER_POWER', 'SOLAR_BEAM', 'FRENZY_PLANT', 'THUNDER_PUNCH']",['FRENZY_PLANT'],nan,3.0,10000,True,FAMILY_CHESPIN,nan,quilladin,['starter']
653,fennekin,Fennekin,116,102,120,"['fire', 'none']","['SCRATCH', 'EMBER']","['PSYSHOCK', 'FLAMETHROWER', 'FLAME_CHARGE']",nan,nan,3.0,10000,True,FAMILY_FENNEKIN,['braixen'],,['starter']
654,braixen,Braixen,171,130,153,"['fire', 'none']","['SCRATCH', 'EMBER']","['PSYSHOCK', 'FLAMETHROWER', 'FLAME_CHARGE']",nan,nan,3.0,10000,True,FAMILY_FENNEKIN,['delphox'],fennekin,['starter']
655,delphox,Delphox,230,189,181,"['fire', 'psychic']","['SCRATCH', 'FIRE_SPIN', 'ZEN_HEADBUTT']","['PSYCHIC', 'FLAMETHROWER', 'FLAME_CHARGE', 'FIRE_BLAST', 'BLAST_BURN', 'MYSTICAL_FIRE']",['BLAST_BURN'],nan,3.0,10000,True,FAMILY_FENNEKIN,nan,braixen,['starter']
656,froakie,Froakie,122,84,121,"['water', 'none']","['POUND', 'BUBBLE']","['WATER_PULSE', 'AERIAL_ACE', 'SURF']",nan,nan,3.0,10000,True,FAMILY_FROAKIE,['frogadier'],,['starter']
657,frogadier,Frogadier,168,114,144,"['water', 'none']","['POUND', 'BUBBLE']","['WATER_PULSE', 'AERIAL_ACE', 'SURF']",nan,nan,3.0,10000,True,FAMILY_FROAKIE,['greninja'],froakie,['starter']
658,greninja,Greninja,223,152,176,"['water', 'dark']","['FEINT_ATTACK', 'BUBBLE', 'WATER_SHURIKEN']","['NIGHT_SLASH', 'AERIAL_ACE', 'SURF', 'HYDRO_PUMP', 'HYDRO_CANNON']",['HYDRO_CANNON'],nan,3.0,10000,True,FAMILY_FROAKIE,nan,frogadier,['starter']
659,bunnelby,Bunnelby,68,72,116,"['normal', 'none']","['MUD_SLAP', 'QUICK_ATTACK']","['DIG', 'BULLDOZE', 'EARTHQUAKE', 'RETURN']",nan,nan,1.0,10000,True,FAMILY_BUNNELBY,['diggersby'],,['shadoweligible']
659,bunnelby_shadow,Bunnelby (Shadow),68,72,116,"['normal', 'none']","['MUD_SLAP', 'QUICK_ATTACK']","['DIG', 'BULLDOZE', 'EARTHQUAKE', 'FRUSTRATION']",nan,nan,1.0,10000,True,FAMILY_BUNNELBY,['diggersby_shadow'],,['shadow']
660,diggersby,Diggersby,112,155,198,"['normal', 'ground']","['MUD_SHOT', 'QUICK_ATTACK']","['DIG', 'HYPER_BEAM', 'EARTHQUAKE', 'FIRE_PUNCH', 'SCORCHING_SANDS', 'RETURN']",nan,nan,1.0,10000,True,FAMILY_BUNNELBY,nan,bunnelby,['shadoweligible']
660,diggersby_shadow,Diggersby (Shadow),112,155,198,"['normal', 'ground']","['MUD_SHOT', 'QUICK_ATTACK']","['DIG', 'HYPER_BEAM', 'EARTHQUAKE', 'FIRE_PUNCH', 'SCORCHING_SANDS', 'FRUSTRATION']",nan,nan,1.0,10000,True,FAMILY_BUNNELBY,nan,bunnelby_shadow,['shadow']
661,fletchling,Fletchling,95,80,128,"['normal', 'flying']","['PECK', 'QUICK_ATTACK']","['AERIAL_ACE', 'HEAT_WAVE', 'SWIFT', 'FLY']",nan,nan,1.0,10000,True,FAMILY_FLETCHLING,['fletchinder'],,nan
662,fletchinder,Fletchinder,145,110,158,"['fire', 'flying']","['PECK', 'EMBER', 'STEEL_WING']","['AERIAL_ACE', 'HEAT_WAVE', 'FLAME_CHARGE', 'FLY']",nan,nan,1.0,10000,True,FAMILY_FLETCHLING,['talonflame'],fletchling,nan
663,talonflame,Talonflame,176,155,186,"['fire', 'flying']","['PECK', 'FIRE_SPIN', 'STEEL_WING', 'INCINERATE']","['BRAVE_BIRD', 'FIRE_BLAST', 'FLAME_CHARGE', 'HURRICANE', 'FLY']",['INCINERATE'],nan,1.0,10000,True,FAMILY_FLETCHLING,nan,fletchinder,nan
664,scatterbug,Scatterbug,63,63,116,"['bug', 'none']","['BUG_BITE', 'TACKLE']",['STRUGGLE'],nan,nan,1.0,10000,True,FAMILY_SCATTERBUG,['spewpa'],,nan
665,spewpa,Spewpa,48,89,128,"['bug', 'none']",['STRUGGLE_BUG'],['STRUGGLE'],nan,nan,1.0,10000,False,FAMILY_SCATTERBUG,['vivillon'],scatterbug,nan
666,vivillon,Vivillon,176,103,190,"['bug', 'flying']","['GUST', 'STRUGGLE_BUG']","['BUG_BUZZ', 'AERIAL_ACE', 'ENERGY_BALL', 'HURRICANE']",nan,nan,1.0,10000,True,FAMILY_SCATTERBUG,nan,spewpa,nan
667,litleo,Litleo,139,112,158,"['fire', 'normal']","['FIRE_FANG', 'TACKLE', 'EMBER', 'INCINERATE']","['FLAME_CHARGE', 'FLAMETHROWER', 'CRUNCH']",nan,nan,3.0,10000,True,FAMILY_LITLEO,"['pyroar', 'pyroar']",,nan
668,pyroar,Pyroar,221,149,200,"['fire', 'normal']","['FIRE_FANG', 'TAKE_DOWN', 'INCINERATE', 'EMBER']","['FLAME_CHARGE', 'SOLAR_BEAM', 'DARK_PULSE', 'OVERHEAT']",nan,nan,3.0,10000,True,FAMILY_LITLEO,nan,litleo,nan
669,flabebe,Flabebe,108,120,127,"['fairy', 'none']","['VINE_WHIP', 'TACKLE']","['DAZZLING_GLEAM', 'PETAL_BLIZZARD', 'PSYCHIC']",nan,nan,3.0,50000,True,FAMILY_FLABEBE,['floette'],,nan
670,floette,Floette,136,151,144,"['fairy', 'none']","['VINE_WHIP', 'TACKLE']","['DAZZLING_GLEAM', 'PETAL_BLIZZARD', 'PSYCHIC']",nan,nan,3.0,50000,True,FAMILY_FLABEBE,['florges'],flabebe,nan
671,florges,Florges,212,244,186,"['fairy', 'none']","['VINE_WHIP', 'TACKLE', 'RAZOR_LEAF', 'FAIRY_WIND']","['MOONBLAST', 'PETAL_BLIZZARD', 'PSYCHIC', 'DISARMING_VOICE']",nan,nan,3.0,50000,True,FAMILY_FLABEBE,nan,floette,nan
672,skiddo,Skiddo,123,102,165,"['grass', 'none']","['ZEN_HEADBUTT', 'ROCK_SMASH']","['BRICK_BREAK', 'ROCK_SLIDE', 'SEED_BOMB']",nan,nan,3.0,50000,True,FAMILY_SKIDDO,['gogoat'],,nan
673,gogoat,Gogoat,196,146,265,"['grass', 'none']","['ZEN_HEADBUTT', 'ROCK_SMASH', 'VINE_WHIP']","['BRICK_BREAK', 'LEAF_BLADE', 'SEED_BOMB']",nan,nan,3.0,50000,True,FAMILY_SKIDDO,nan,skiddo,nan
674,pancham,Pancham,145,107,167,"['fighting', 'none']","['LOW_KICK', 'TACKLE']","['LOW_SWEEP', 'CRUNCH', 'BODY_SLAM']",nan,nan,3.0,50000,True,FAMILY_PANCHAM,['pangoro'],,nan
675,pangoro,Pangoro,226,146,216,"['fighting', 'dark']","['LOW_KICK', 'SNARL', 'BULLET_PUNCH', 'KARATE_CHOP']","['CLOSE_COMBAT', 'NIGHT_SLASH', 'IRON_HEAD', 'ROCK_SLIDE']",nan,nan,3.0,50000,True,FAMILY_PANCHAM,nan,pancham,nan
676,furfrou,Furfrou,164,167,181,"['normal', 'none']","['TAKE_DOWN', 'BITE', 'SUCKER_PUNCH', 'SAND_ATTACK']","['SURF', 'DARK_PULSE', 'GRASS_KNOT']",nan,nan,5.0,75000,True,,nan,,nan
677,espurr,Espurr,120,114,158,"['psychic', 'none']","['CONFUSION', 'SCRATCH']","['PSYSHOCK', 'ENERGY_BALL', 'PSYCHIC']",nan,nan,3.0,50000,True,FAMILY_ESPURR,"['meowstic', 'meowstic']",,nan
678,meowstic_female,Meowstic (Female),166,167,179,"['psychic', 'none']","['CONFUSION', 'CHARM', 'MAGICAL_LEAF']","['PSYCHIC', 'ENERGY_BALL', 'SHADOW_BALL']",nan,nan,3.0,50000,True,FAMILY_ESPURR,nan,espurr,nan
678,meowstic,Meowstic (Male),166,167,179,"['psychic', 'none']","['CONFUSION', 'SUCKER_PUNCH']","['PSYCHIC', 'ENERGY_BALL', 'THUNDERBOLT']",nan,nan,3.0,50000,True,FAMILY_ESPURR,nan,espurr,nan
679,honedge,Honedge,135,139,128,"['steel', 'ghost']","['TACKLE', 'FURY_CUTTER']","['IRON_HEAD', 'GYRO_BALL']",nan,nan,5.0,75000,False,FAMILY_HONEDGE,['doublade'],,nan
680,doublade,Doublade,188,206,153,"['steel', 'ghost']","['PSYCHO_CUT', 'FURY_CUTTER']","['IRON_HEAD', 'GYRO_BALL']",nan,nan,5.0,75000,False,FAMILY_HONEDGE,['aegislash'],honedge,nan
681,aegislash_blade,Aegislash (Blade),291,97,155,"['steel', 'ghost']","['PSYCHO_CUT', 'FURY_CUTTER']","['FLASH_CANNON', 'GYRO_BALL', 'SHADOW_BALL']",nan,nan,5.0,75000,False,FAMILY_HONEDGE,nan,doublade,nan
681,aegislash_shield,Aegislash (Shield),97,291,155,"['steel', 'ghost']","['PSYCHO_CUT', 'FURY_CUTTER']","['FLASH_CANNON', 'GYRO_BALL', 'SHADOW_BALL']",nan,nan,5.0,75000,False,FAMILY_HONEDGE,nan,doublade,nan
682,spritzee,Spritzee,110,113,186,"['fairy', 'none']","['CHARM', 'CHARGE_BEAM']","['DRAINING_KISS', 'THUNDERBOLT']",nan,nan,3.0,50000,True,FAMILY_SPRITZEE,['aromatisse'],,nan
683,aromatisse,Aromatisse,173,150,226,"['fairy', 'none']","['CHARM', 'CHARGE_BEAM']","['MOONBLAST', 'THUNDERBOLT', 'PSYCHIC', 'DRAINING_KISS']",nan,nan,3.0,50000,True,FAMILY_SPRITZEE,nan,spritzee,nan
684,swirlix,Swirlix,109,119,158,"['fairy', 'none']",['TACKLE'],"['DRAINING_KISS', 'ENERGY_BALL']",nan,nan,3.0,50000,True,FAMILY_SWIRLIX,['slurpuff'],,nan
685,slurpuff,Slurpuff,168,163,193,"['fairy', 'none']","['TACKLE', 'CHARM', 'FAIRY_WIND']","['PLAY_ROUGH', 'ENERGY_BALL', 'FLAMETHROWER', 'DRAINING_KISS']",nan,nan,3.0,50000,True,FAMILY_SWIRLIX,nan,swirlix,nan
686,inkay,Inkay,98,95,142,"['dark', 'psychic']","['PECK', 'TACKLE', 'PSYWAVE']","['PSYBEAM', 'NIGHT_SLASH']",nan,nan,3.0,50000,True,FAMILY_INKAY,['malamar'],,nan
687,malamar,Malamar,177,165,200,"['dark', 'psychic']","['PECK', 'PSYCHO_CUT', 'PSYWAVE']","['PSYBEAM', 'FOUL_PLAY', 'SUPER_POWER', 'HYPER_BEAM']",nan,nan,3.0,50000,True,FAMILY_INKAY,nan,inkay,nan
688,binacle,Binacle,96,120,123,"['rock', 'water']","['SCRATCH', 'MUD_SLAP']","['ANCIENT_POWER', 'CROSS_CHOP', 'DIG']",nan,nan,3.0,50000,True,FAMILY_BINACLE,['barbaracle'],,nan
689,barbaracle,Barbaracle,194,205,176,"['rock', 'water']","['WATER_GUN', 'MUD_SLAP', 'FURY_CUTTER']","['SKULL_BASH', 'CROSS_CHOP', 'STONE_EDGE', 'GRASS_KNOT', 'RAZOR_SHELL']",nan,nan,3.0,50000,True,FAMILY_BINACLE,nan,binacle,nan
690,skrelp,Skrelp,109,109,137,"['poison', 'water']","['WATER_GUN', 'ACID']","['AQUA_TAIL', 'WATER_PULSE', 'TWISTER', 'SLUDGE_BOMB']",nan,nan,3.0,50000,True,FAMILY_SKRELP,['dragalge'],,nan
691,dragalge,Dragalge,177,207,163,"['poison', 'dragon']","['WATER_GUN', 'ACID', 'DRAGON_TAIL']","['HYDRO_PUMP', 'AQUA_TAIL', 'OUTRAGE', 'GUNK_SHOT', 'FOCUS_BLAST']",nan,nan,3.0,50000,True,FAMILY_SKRELP,nan,skrelp,nan
692,clauncher,Clauncher,108,117,137,"['water', 'none']","['WATER_GUN', 'SMACK_DOWN']","['WATER_PULSE', 'CRABHAMMER', 'AQUA_JET']",nan,nan,3.0,50000,True,FAMILY_CLAUNCHER,['clawitzer'],,nan
693,clawitzer,Clawitzer,221,171,174,"['water', 'none']","['WATER_GUN', 'SMACK_DOWN']","['WATER_PULSE', 'DARK_PULSE', 'ICE_BEAM', 'CRABHAMMER']",nan,nan,3.0,50000,True,FAMILY_CLAUNCHER,nan,clauncher,nan
694,helioptile,Helioptile,115,78,127,"['electric', 'normal']","['QUICK_ATTACK', 'THUNDER_SHOCK']","['PARABOLIC_CHARGE', 'BULLDOZE', 'THUNDERBOLT']",nan,nan,3.0,50000,True,FAMILY_HELIOPTILE,['heliolisk'],,nan
695,heliolisk,Heliolisk,219,168,158,"['electric', 'normal']","['QUICK_ATTACK', 'VOLT_SWITCH', 'MUD_SLAP']","['PARABOLIC_CHARGE', 'BULLDOZE', 'THUNDERBOLT', 'GRASS_KNOT', 'BREAKING_SWIPE']",nan,nan,3.0,50000,True,FAMILY_HELIOPTILE,nan,helioptile,nan
696,tyrunt,Tyrunt,158,123,151,"['rock', 'dragon']","['DRAGON_TAIL', 'TACKLE']","['STOMP', 'ANCIENT_POWER', 'DRAGON_CLAW']",nan,nan,5.0,75000,True,FAMILY_TYRUNT,['tyrantrum'],,nan
697,tyrantrum,Tyrantrum,227,191,193,"['rock', 'dragon']","['DRAGON_TAIL', 'CHARM', 'ROCK_THROW']","['CRUNCH', 'STONE_EDGE', 'OUTRAGE', 'EARTHQUAKE', 'METEOR_BEAM']",nan,nan,5.0,75000,True,FAMILY_TYRUNT,nan,tyrunt,nan
698,amaura,Amaura,124,109,184,"['rock', 'ice']","['POWDER_SNOW', 'FROST_BREATH']","['WEATHER_BALL_ICE', 'ANCIENT_POWER', 'AURORA_BEAM', 'THUNDERBOLT']",nan,nan,5.0,75000,True,FAMILY_AMAURA,['aurorus'],,nan
699,aurorus,Aurorus,186,163,265,"['rock', 'ice']","['POWDER_SNOW', 'FROST_BREATH', 'ROCK_THROW']","['WEATHER_BALL_ICE', 'ANCIENT_POWER', 'BLIZZARD', 'THUNDERBOLT', 'HYPER_BEAM', 'METEOR_BEAM']",nan,nan,5.0,75000,True,FAMILY_AMAURA,nan,amaura,nan
700,sylveon,Sylveon,203,205,216,"['fairy', 'none']","['CHARM', 'QUICK_ATTACK']","['MOONBLAST', 'DAZZLING_GLEAM', 'DRAINING_KISS', 'LAST_RESORT', 'PSYSHOCK']","['LAST_RESORT', 'PSYSHOCK']",nan,5.0,75000,True,FAMILY_EEVEE,nan,eevee,nan
701,hawlucha,Hawlucha,195,153,186,"['fighting', 'flying']","['LOW_KICK', 'POISON_JAB']","['FLYING_PRESS', 'AERIAL_ACE', 'X_SCISSOR', 'POWER_UP_PUNCH']",nan,nan,5.0,75000,True,,nan,,['regional']
702,dedenne,Dedenne,164,134,167,"['electric', 'fairy']","['TACKLE', 'THUNDER_SHOCK']","['DISCHARGE', 'PLAY_ROUGH', 'PARABOLIC_CHARGE']",nan,nan,3.0,50000,True,,nan,,nan
703,carbink,Carbink,95,285,137,"['rock', 'fairy']","['TACKLE', 'ROCK_THROW']","['ROCK_SLIDE', 'MOONBLAST', 'POWER_GEM']",nan,nan,5.0,75000,True,,nan,,nan
704,goomy,Goomy,101,112,128,"['dragon', 'none']","['WATER_GUN', 'TACKLE']","['DRAGON_PULSE', 'SLUDGE_WAVE', 'MUDDY_WATER']",nan,nan,5.0,75000,True,FAMILY_GOOMY,['sliggoo'],,nan
705,sliggoo,Sliggoo,159,176,169,"['dragon', 'none']","['WATER_GUN', 'TACKLE']","['DRAGON_PULSE', 'SLUDGE_WAVE', 'MUDDY_WATER', 'WATER_PULSE']",nan,nan,5.0,75000,True,FAMILY_GOOMY,['goodra'],goomy,nan
706,goodra,Goodra,220,242,207,"['dragon', 'none']","['WATER_GUN', 'DRAGON_BREATH']","['DRACO_METEOR', 'SLUDGE_WAVE', 'MUDDY_WATER', 'POWER_WHIP', 'AQUA_TAIL', 'THUNDER_PUNCH']",['THUNDER_PUNCH'],nan,5.0,75000,True,FAMILY_GOOMY,nan,sliggoo,nan
707,klefki,Klefki,160,179,149,"['steel', 'fairy']","['ASTONISH', 'TACKLE']","['FLASH_CANNON', 'PLAY_ROUGH', 'DRAINING_KISS', 'FOUL_PLAY']",nan,nan,3.0,50000,True,,nan,,['regional']
708,phantump,Phantump,125,103,125,"['ghost', 'grass']","['ASTONISH', 'TACKLE']","['SEED_BOMB', 'SHADOW_BALL', 'FOUL_PLAY']",nan,nan,5.0,75000,True,FAMILY_PHANTUMP,['trevenant'],,nan
709,trevenant,Trevenant,201,154,198,"['ghost', 'grass']","['SHADOW_CLAW', 'SUCKER_PUNCH']","['SEED_BOMB', 'SHADOW_BALL', 'FOUL_PLAY']",nan,nan,5.0,75000,True,FAMILY_PHANTUMP,nan,phantump,nan
710,pumpkaboo_average,Pumpkaboo (Average),121,123,135,"['ghost', 'grass']","['ASTONISH', 'RAZOR_LEAF']","['GRASS_KNOT', 'SHADOW_SNEAK', 'FOUL_PLAY']",nan,nan,5.0,75000,True,FAMILY_PUMPKABOO,['gourgeist_average'],,['teambuilderexclude']
710,pumpkaboo_large,Pumpkaboo (Large),120,122,144,"['ghost', 'grass']","['ASTONISH', 'RAZOR_LEAF']","['GRASS_KNOT', 'SHADOW_SNEAK', 'FOUL_PLAY']",nan,nan,5.0,75000,True,FAMILY_PUMPKABOO,['gourgeist_large'],,['teambuilderexclude']
710,pumpkaboo_small,Pumpkaboo (Small),122,124,127,"['ghost', 'grass']","['ASTONISH', 'RAZOR_LEAF']","['GRASS_KNOT', 'SHADOW_SNEAK', 'FOUL_PLAY']",nan,nan,5.0,75000,True,FAMILY_PUMPKABOO,['gourgeist_small'],,['teambuilderexclude']
710,pumpkaboo_super,Pumpkaboo (Super),118,120,153,"['ghost', 'grass']","['ASTONISH', 'RAZOR_LEAF']","['GRASS_KNOT', 'SHADOW_SNEAK', 'FOUL_PLAY']",nan,nan,5.0,75000,True,FAMILY_PUMPKABOO,['gourgeist_super'],,nan
711,gourgeist_average,Gourgeist (Average),175,213,163,"['ghost', 'grass']","['HEX', 'RAZOR_LEAF']","['SEED_BOMB', 'SHADOW_BALL', 'FOUL_PLAY', 'FIRE_BLAST', 'POLTERGEIST']",nan,nan,5.0,75000,True,FAMILY_PUMPKABOO,nan,pumpkaboo_average,['teambuilderexclude']
711,gourgeist_large,Gourgeist (Large),179,206,181,"['ghost', 'grass']","['HEX', 'RAZOR_LEAF']","['SEED_BOMB', 'SHADOW_BALL', 'FOUL_PLAY', 'FIRE_BLAST', 'POLTERGEIST']",nan,nan,5.0,75000,True,FAMILY_PUMPKABOO,nan,pumpkaboo_large,['teambuilderexclude']
711,gourgeist_small,Gourgeist (Small),171,219,146,"['ghost', 'grass']","['HEX', 'RAZOR_LEAF']","['SEED_BOMB', 'SHADOW_BALL', 'FOUL_PLAY', 'FIRE_BLAST', 'POLTERGEIST']",nan,nan,5.0,75000,True,FAMILY_PUMPKABOO,nan,pumpkaboo_small,['teambuilderexclude']
711,gourgeist_super,Gourgeist (Super),182,200,198,"['ghost', 'grass']","['HEX', 'RAZOR_LEAF']","['SEED_BOMB', 'SHADOW_BALL', 'FOUL_PLAY', 'FIRE_BLAST', 'POLTERGEIST']",nan,nan,5.0,75000,True,FAMILY_PUMPKABOO,nan,pumpkaboo_super,nan
712,bergmite,Bergmite,117,120,146,"['ice', 'none']","['BITE', 'TACKLE']","['CRUNCH', 'ICY_WIND', 'MIRROR_COAT']",nan,nan,3.0,50000,True,FAMILY_BERGMITE,['avalugg'],,nan
713,avalugg,Avalugg,196,240,216,"['ice', 'none']","['BITE', 'ICE_FANG']","['CRUNCH', 'AVALANCHE', 'EARTHQUAKE', 'BODY_SLAM', 'MIRROR_COAT', 'ICY_WIND']",nan,nan,3.0,50000,True,FAMILY_BERGMITE,nan,bergmite,nan
713,avalugg_hisuian,Avalugg (Hisuian),214,238,216,"['ice', 'rock']","['BITE', 'TACKLE', 'POWDER_SNOW']","['CRUNCH', 'ROCK_SLIDE', 'BLIZZARD', 'ICY_WIND']",nan,nan,3.0,50000,True,FAMILY_BERGMITE,nan,bergmite,['hisuian']
714,noibat,Noibat,83,73,120,"['flying', 'dragon']","['WING_ATTACK', 'BITE']","['DRAGON_PULSE', 'AIR_CUTTER', 'HEAT_WAVE']",nan,nan,5.0,75000,True,FAMILY_NOIBAT,['noivern'],,nan
715,noivern,Noivern,205,175,198,"['flying', 'dragon']","['AIR_SLASH', 'BITE']","['DRACO_METEOR', 'HURRICANE', 'HEAT_WAVE', 'PSYCHIC', 'BOOMBURST']",['BOOMBURST'],nan,5.0,75000,True,FAMILY_NOIBAT,nan,noibat,nan
716,xerneas,Xerneas,250,185,246,"['fairy', 'none']","['TACKLE', 'ZEN_HEADBUTT', 'GEOMANCY']","['MOONBLAST', 'MEGAHORN', 'CLOSE_COMBAT', 'GIGA_IMPACT', 'THUNDER']",['GEOMANCY'],nan,20.0,100000,True,,nan,,['legendary']
717,yveltal,Yveltal,250,185,246,"['dark', 'flying']","['SUCKER_PUNCH', 'SNARL', 'GUST']","['DARK_PULSE', 'HURRICANE', 'FOCUS_BLAST', 'HYPER_BEAM', 'PSYCHIC', 'OBLIVION_WING']",['OBLIVION_WING'],nan,20.0,100000,True,,nan,,['legendary']
718,zygarde_10,Zygarde (10% Forme),205,173,144,"['dragon', 'ground']","['DRAGON_TAIL', 'BITE', 'ZEN_HEADBUTT']","['OUTRAGE', 'EARTHQUAKE', 'CRUNCH', 'HYPER_BEAM', 'BULLDOZE']",nan,nan,20.0,100000,True,,nan,,"['legendary', 'untradeable']"
718,zygarde,Zygarde (50% Forme),203,232,239,"['dragon', 'ground']","['DRAGON_TAIL', 'BITE', 'ZEN_HEADBUTT']","['OUTRAGE', 'EARTHQUAKE', 'CRUNCH', 'HYPER_BEAM', 'BULLDOZE']",nan,nan,20.0,100000,True,,nan,,"['legendary', 'untradeable']"
718,zygarde_complete,Zygarde (Complete Forme),184,207,389,"['dragon', 'ground']","['DRAGON_TAIL', 'BITE', 'ZEN_HEADBUTT']","['OUTRAGE', 'EARTHQUAKE', 'CRUNCH', 'HYPER_BEAM', 'BULLDOZE']",nan,nan,20.0,100000,True,,nan,,"['legendary', 'untradeable']"
719,diancie,Diancie,190,285,137,"['rock', 'fairy']","['TACKLE', 'ROCK_THROW']","['ROCK_SLIDE', 'MOONBLAST', 'POWER_GEM']",nan,nan,20.0,100000,True,,nan,,"['mythical', 'untradeable']"
719,diancie_mega,Diancie (Mega),342,235,137,"['rock', 'fairy']","['TACKLE', 'ROCK_THROW']","['ROCK_SLIDE', 'MOONBLAST', 'POWER_GEM']",nan,nan,20.0,100000,True,,nan,,"['mythical', 'untradeable', 'mega']"
720,hoopa,Hoopa,261,187,173,"['psychic', 'ghost']","['CONFUSION', 'ASTONISH']","['SHADOW_BALL', 'PSYBEAM', 'PSYCHIC']",nan,nan,20.0,100000,True,,nan,,"['mythical', 'untradeable']"
