pokemon,move,move_kind,type,stab_bonus,damage,energy,damage_per_energy,effect,archetype,notes
Samurott,Hydro Pump,charged,water,1.2,130,75,1.73,,Nuke,
Samurott,Liquidation,charged,water,1.2,70,45,1.56,30.0% chance -1 Def opponent,Debuff,
Samurott,Megahorn,charged,bug,1.0,110,55,2.0,,Nuke,
Samurott,Razor Shell,charged,water,1.2,35,35,1.0,50.0% chance -1 Def opponent,Spam/Bait Debuff,
Samurott,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Samurott (Hisuian),Dark Pulse,charged,dark,1.2,80,50,1.6,,General,
Samurott (Hisuian),Icy Wind,charged,ice,1.0,60,45,1.33,100% chance -1 Atk opponent,Debuff,
Samurott (Hisuian),Razor Shell,charged,water,1.2,35,35,1.0,50.0% chance -1 Def opponent,Spam/Bait Debuff,
Samurott (Hisuian),X-Scissor,charged,bug,1.0,65,40,1.62,,Spam/Bait,
Samurott (Shadow),Blizzard,charged,ice,1.0,140,75,1.87,,Nuke,
Samurott (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Samurott (Shadow),Hydro Cannon,charged,water,1.2,80,40,2.0,,Spam/Bait,elite
Samurott (Shadow),Hydro Pump,charged,water,1.2,130,75,1.73,,Nuke,
Samurott (Shadow),Liquidation,charged,water,1.2,70,45,1.56,30.0% chance -1 Def opponent,Debuff,
Samurott (Shadow),Megahorn,charged,bug,1.0,110,55,2.0,,Nuke,
Samurott (Shadow),Razor Shell,charged,water,1.2,35,35,1.0,50.0% chance -1 Def opponent,Spam/Bait Debuff,
Sandaconda,Bulldoze,charged,ground,1.2,45,45,1.0,50.0% chance -1 Def opponent,Debuff Spam/Bait,
Sandaconda,Dig,charged,ground,1.2,70,50,1.4,,High Energy,
Sandaconda,Earth Power,charged,ground,1.2,90,55,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Sandile,Bulldoze,charged,ground,1.2,45,45,1.0,50.0% chance -1 Def opponent,Debuff Spam/Bait,
Sandile,Crunch,charged,dark,1.2,70,45,1.56,30.0% chance -1 Def opponent,Debuff,
Sandile,Dig,charged,ground,1.2,70,50,1.4,,High Energy,
Sandshrew,Dig,charged,ground,1.2,70,50,1.4,,High Energy,
Sandshrew,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Sandshrew,Rock Slide,charged,rock,1.0,65,45,1.44,,General,
Sandshrew,Rock Tomb,charged,rock,1.0,70,60,1.17,100% chance -1 Atk opponent,High Energy Debuff,elite
Sandshrew,Sand Tomb,charged,ground,1.2,25,40,0.62,100% chance -1 Def opponent,Debuff Spam/Bait,
Sandshrew (Alolan),Blizzard,charged,ice,1.2,140,75,1.87,,Nuke,
Sandshrew (Alolan),Gyro Ball,charged,steel,1.2,80,60,1.33,,High Energy,
Sandshrew (Alolan),Night Slash,charged,dark,1.0,50,35,1.43,12.5% chance +2 Atk self,Boost Spam/Bait,
Sandshrew (Alolan),Return,charged,normal,1.0,130,70,1.86,,Nuke,
Sandshrew (Alolan) (Shadow),Blizzard,charged,ice,1.2,140,75,1.87,,Nuke,
Sandshrew (Alolan) (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Sandshrew (Alolan) (Shadow),Gyro Ball,charged,steel,1.2,80,60,1.33,,High Energy,
Sandshrew (Alolan) (Shadow),Night Slash,charged,dark,1.0,50,35,1.43,12.5% chance +2 Atk self,Boost Spam/Bait,
Sandshrew (Shadow),Dig,charged,ground,1.2,70,50,1.4,,High Energy,
Sandshrew (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Sandshrew (Shadow),Rock Slide,charged,rock,1.0,65,45,1.44,,General,
Sandshrew (Shadow),Rock Tomb,charged,rock,1.0,70,60,1.17,100% chance -1 Atk opponent,High Energy Debuff,elite
Sandshrew (Shadow),Sand Tomb,charged,ground,1.2,25,40,0.62,100% chance -1 Def opponent,Debuff Spam/Bait,
Sandslash,Bulldoze,charged,ground,1.2,45,45,1.0,50.0% chance -1 Def opponent,Debuff Spam/Bait,
Sandslash,Earthquake,charged,ground,1.2,110,65,1.69,,Nuke,
Sandslash,Night Slash,charged,dark,1.0,50,35,1.43,12.5% chance +2 Atk self,Boost Spam/Bait,elite
Sandslash,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Sandslash,Rock Tomb,charged,rock,1.0,70,60,1.17,100% chance -1 Atk opponent,High Energy Debuff,
Sandslash,Scorching Sands,charged,ground,1.2,80,50,1.6,30.0% chance -1 Atk opponent,High Energy Debuff,
Sandslash (Alolan),Aerial Ace,charged,flying,1.0,55,40,1.38,,General,
Sandslash (Alolan),Blizzard,charged,ice,1.2,140,75,1.87,,Nuke,
Sandslash (Alolan),Bulldoze,charged,ground,1.0,45,45,1.0,50.0% chance -1 Def opponent,Debuff Spam/Bait,
Sandslash (Alolan),Drill Run,charged,ground,1.0,80,45,1.78,,General,
Sandslash (Alolan),Gyro Ball,charged,steel,1.2,80,60,1.33,,High Energy,
Sandslash (Alolan),Ice Punch,charged,ice,1.2,60,40,1.5,,Spam/Bait,
Sandslash (Alolan),Return,charged,normal,1.0,130,70,1.86,,Nuke,
Sandslash (Alolan) (Shadow),Aerial Ace,charged,flying,1.0,55,40,1.38,,General,
Sandslash (Alolan) (Shadow),Blizzard,charged,ice,1.2,140,75,1.87,,Nuke,
Sandslash (Alolan) (Shadow),Bulldoze,charged,ground,1.0,45,45,1.0,50.0% chance -1 Def opponent,Debuff Spam/Bait,
Sandslash (Alolan) (Shadow),Drill Run,charged,ground,1.0,80,45,1.78,,General,
Sandslash (Alolan) (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Sandslash (Alolan) (Shadow),Gyro Ball,charged,steel,1.2,80,60,1.33,,High Energy,
Sandslash (Alolan) (Shadow),Ice Punch,charged,ice,1.2,60,40,1.5,,Spam/Bait,
Sandslash (Shadow),Bulldoze,charged,ground,1.2,45,45,1.0,50.0% chance -1 Def opponent,Debuff Spam/Bait,
Sandslash (Shadow),Earthquake,charged,ground,1.2,110,65,1.69,,Nuke,
Sandslash (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Sandslash (Shadow),Night Slash,charged,dark,1.0,50,35,1.43,12.5% chance +2 Atk self,Boost Spam/Bait,elite
Sandslash (Shadow),Rock Tomb,charged,rock,1.0,70,60,1.17,100% chance -1 Atk opponent,High Energy Debuff,
Sandslash (Shadow),Scorching Sands,charged,ground,1.2,80,50,1.6,30.0% chance -1 Atk opponent,High Energy Debuff,
Sandygast,Earth Power,charged,ground,1.2,90,55,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Sandygast,Sand Tomb,charged,ground,1.2,25,40,0.62,100% chance -1 Def opponent,Debuff Spam/Bait,
Sandygast,Scorching Sands,charged,ground,1.2,80,50,1.6,30.0% chance -1 Atk opponent,High Energy Debuff,
Sandygast,Shadow Ball,charged,ghost,1.2,100,55,1.82,,Nuke,
Sandyshocks,Struggle,charged,normal,1.0,35,100,0.35,,High Energy,
Sawk,Body Slam,charged,normal,1.0,50,35,1.43,,Spam/Bait,
Sawk,Brick Break,charged,fighting,1.2,40,40,1.0,100% chance -1 Def opponent,Debuff Spam/Bait,
Sawk,Focus Blast,charged,fighting,1.2,150,75,2.0,,Nuke,
Sawk,Low Sweep,charged,fighting,1.2,40,40,1.0,,Spam/Bait,
Sawk,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Sawk (Shadow),Body Slam,charged,normal,1.0,50,35,1.43,,Spam/Bait,
Sawk (Shadow),Brick Break,charged,fighting,1.2,40,40,1.0,100% chance -1 Def opponent,Debuff Spam/Bait,
Sawk (Shadow),Focus Blast,charged,fighting,1.2,150,75,2.0,,Nuke,
Sawk (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Sawk (Shadow),Low Sweep,charged,fighting,1.2,40,40,1.0,,Spam/Bait,
Sawsbuck,Hyper Beam,charged,normal,1.2,150,80,1.88,,Nuke,
Sawsbuck,Megahorn,charged,bug,1.0,110,55,2.0,,Nuke,
Sawsbuck,Solar Beam,charged,grass,1.2,150,80,1.88,,Nuke,
Sawsbuck,Trailblaze,charged,grass,1.2,65,45,1.44,100% chance +1 Atk self,Boost,
Sawsbuck,Wild Charge,charged,electric,1.0,100,45,2.22,100% chance -2 Def self,Self-Debuff,
Scatterbug,Struggle,charged,normal,1.0,35,100,0.35,,High Energy,
Sceptile,Aerial Ace,charged,flying,1.0,55,40,1.38,,General,
Sceptile,Breaking Swipe,charged,dragon,1.0,50,35,1.43,50.0% chance -1 Atk opponent,Debuff Spam/Bait,
Sceptile,Dragon Claw,charged,dragon,1.0,50,35,1.43,,Spam/Bait,
Sceptile,Earthquake,charged,ground,1.0,110,65,1.69,,Nuke,
Sceptile,Frenzy Plant,charged,grass,1.2,100,45,2.22,,General,elite
Sceptile,Leaf Blade,charged,grass,1.2,70,35,2.0,,Spam/Bait,
Sceptile,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Sceptile (Mega),Aerial Ace,charged,flying,1.0,55,40,1.38,,General,
Sceptile (Mega),Breaking Swipe,charged,dragon,1.2,50,35,1.43,50.0% chance -1 Atk opponent,Debuff Spam/Bait,
Sceptile (Mega),Dragon Claw,charged,dragon,1.2,50,35,1.43,,Spam/Bait,
Sceptile (Mega),Earthquake,charged,ground,1.0,110,65,1.69,,Nuke,
Sceptile (Mega),Frenzy Plant,charged,grass,1.2,100,45,2.22,,General,elite
Sceptile (Mega),Leaf Blade,charged,grass,1.2,70,35,2.0,,Spam/Bait,
Sceptile (Shadow),Aerial Ace,charged,flying,1.0,55,40,1.38,,General,
Sceptile (Shadow),Breaking Swipe,charged,dragon,1.0,50,35,1.43,50.0% chance -1 Atk opponent,Debuff Spam/Bait,
Sceptile (Shadow),Dragon Claw,charged,dragon,1.0,50,35,1.43,,Spam/Bait,
Sceptile (Shadow),Earthquake,charged,ground,1.0,110,65,1.69,,Nuke,
Sceptile (Shadow),Frenzy Plant,charged,grass,1.2,100,45,2.22,,General,elite
Sceptile (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Sceptile (Shadow),Leaf Blade,charged,grass,1.2,70,35,2.0,,Spam/Bait,
Scizor,Iron Head,charged,steel,1.2,70,50,1.4,,General,
Scizor,Night Slash,charged,dark,1.0,50,35,1.43,12.5% chance +2 Atk self,Boost Spam/Bait,
Scizor,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Scizor,Trailblaze,charged,grass,1.0,65,45,1.44,100% chance +1 Atk self,Boost,
Scizor,X-Scissor,charged,bug,1.2,65,40,1.62,,Spam/Bait,
Scizor (Mega),Iron Head,charged,steel,1.2,70,50,1.4,,General,
Scizor (Mega),Night Slash,charged,dark,1.0,50,35,1.43,12.5% chance +2 Atk self,Boost Spam/Bait,
Scizor (Mega),Trailblaze,charged,grass,1.0,65,45,1.44,100% chance +1 Atk self,Boost,
Scizor (Mega),X-Scissor,charged,bug,1.2,65,40,1.62,,Spam/Bait,
Scizor (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Scizor (Shadow),Iron Head,charged,steel,1.2,70,50,1.4,,General,
Scizor (Shadow),Night Slash,charged,dark,1.0,50,35,1.43,12.5% chance +2 Atk self,Boost Spam/Bait,
Scizor (Shadow),Trailblaze,charged,grass,1.0,65,45,1.44,100% chance +1 Atk self,Boost,
Scizor (Shadow),X-Scissor,charged,bug,1.2,65,40,1.62,,Spam/Bait,
Scolipede,Gyro Ball,charged,steel,1.0,80,60,1.33,,High Energy,
Scolipede,Megahorn,charged,bug,1.2,110,55,2.0,,Nuke,
Scolipede,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Scolipede,Sludge Bomb,charged,poison,1.2,80,50,1.6,,General,
Scolipede,X-Scissor,charged,bug,1.2,65,40,1.62,,Spam/Bait,
Scolipede (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Scolipede (Shadow),Gyro Ball,charged,steel,1.0,80,60,1.33,,High Energy,
Scolipede (Shadow),Megahorn,charged,bug,1.2,110,55,2.0,,Nuke,
Scolipede (Shadow),Sludge Bomb,charged,poison,1.2,80,50,1.6,,General,
Scolipede (Shadow),X-Scissor,charged,bug,1.2,65,40,1.62,,Spam/Bait,
Scorbunny,Flame Charge,charged,fire,1.2,65,50,1.3,100% chance +1 Atk self,Boost,
Scorbunny,Flamethrower,charged,fire,1.2,90,55,1.64,,High Energy,
Scovillain,Flamethrower,charged,fire,1.2,90,55,1.64,,High Energy,
Scovillain,Grass Knot,charged,grass,1.2,90,50,1.8,,General,
Scovillain,Leaf Storm,charged,grass,1.2,130,55,2.36,100% chance -2 Atk self,Self-Debuff Nuke,
Scovillain,Overheat,charged,fire,1.2,130,55,2.36,100% chance -2 Atk self,Self-Debuff Nuke,
Scrafty,Acid Spray,charged,poison,1.0,20,45,0.44,100% chance -2 Def opponent,Debuff,
Scrafty,Foul Play,charged,dark,1.2,70,45,1.56,,General,
Scrafty,Power-Up Punch,charged,fighting,1.2,20,35,0.57,100% chance +1 Atk self,Boost Spam/Bait,
Scrafty,Thunder Punch,charged,electric,1.0,60,40,1.5,,Spam/Bait,
Scraggy,Acid Spray,charged,poison,1.0,20,45,0.44,100% chance -2 Def opponent,Debuff,
Scraggy,Brick Break,charged,fighting,1.2,40,40,1.0,100% chance -1 Def opponent,Debuff Spam/Bait,
Scraggy,Foul Play,charged,dark,1.2,70,45,1.56,,General,
Scraggy,Thunder Punch,charged,electric,1.0,60,40,1.5,,Spam/Bait,
Screamtail,Struggle,charged,normal,1.0,35,100,0.35,,High Energy,
Scyther,Aerial Ace,charged,flying,1.2,55,40,1.38,,General,
Scyther,Bug Buzz,charged,bug,1.2,100,60,1.67,30.0% chance -1 Def opponent,High Energy Debuff,elite
Scyther,Night Slash,charged,dark,1.0,50,35,1.43,12.5% chance +2 Atk self,Boost Spam/Bait,
Scyther,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Scyther,Trailblaze,charged,grass,1.0,65,45,1.44,100% chance +1 Atk self,Boost,
Scyther,X-Scissor,charged,bug,1.2,65,40,1.62,,Spam/Bait,
Scyther (Shadow),Aerial Ace,charged,flying,1.2,55,40,1.38,,General,
Scyther (Shadow),Bug Buzz,charged,bug,1.2,100,60,1.67,30.0% chance -1 Def opponent,High Energy Debuff,elite
Scyther (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Scyther (Shadow),Night Slash,charged,dark,1.0,50,35,1.43,12.5% chance +2 Atk self,Boost Spam/Bait,
Scyther (Shadow),Trailblaze,charged,grass,1.0,65,45,1.44,100% chance +1 Atk self,Boost,
Scyther (Shadow),X-Scissor,charged,bug,1.2,65,40,1.62,,Spam/Bait,
Seadra,Aurora Beam,charged,ice,1.0,80,60,1.33,,High Energy,
Seadra,Blizzard,charged,ice,1.0,140,75,1.87,,Nuke,elite
Seadra,Dragon Pulse,charged,dragon,1.0,90,60,1.5,,High Energy,
Seadra,Hydro Pump,charged,water,1.2,130,75,1.73,,Nuke,
Seadra,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Seadra (Shadow),Aurora Beam,charged,ice,1.0,80,60,1.33,,High Energy,
Seadra (Shadow),Blizzard,charged,ice,1.0,140,75,1.87,,Nuke,elite
Seadra (Shadow),Dragon Pulse,charged,dragon,1.0,90,60,1.5,,High Energy,
Seadra (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Seadra (Shadow),Hydro Pump,charged,water,1.2,130,75,1.73,,Nuke,
Seaking,Drill Run,charged,ground,1.0,80,45,1.78,,General,elite
Seaking,Ice Beam,charged,ice,1.0,90,55,1.64,,High Energy,
Seaking,Icy Wind,charged,ice,1.0,60,45,1.33,100% chance -1 Atk opponent,Debuff,elite
Seaking,Megahorn,charged,bug,1.0,110,55,2.0,,Nuke,
Seaking,Water Pulse,charged,water,1.2,80,55,1.45,,General,
Sealeo,Aurora Beam,charged,ice,1.2,80,60,1.33,,High Energy,
Sealeo,Body Slam,charged,normal,1.0,50,35,1.43,,Spam/Bait,
Sealeo,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Sealeo,Water Pulse,charged,water,1.2,80,55,1.45,,General,
Sealeo (Shadow),Aurora Beam,charged,ice,1.2,80,60,1.33,,High Energy,
Sealeo (Shadow),Body Slam,charged,normal,1.0,50,35,1.43,,Spam/Bait,
Sealeo (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Sealeo (Shadow),Water Pulse,charged,water,1.2,80,55,1.45,,General,
Seedot,Energy Ball,charged,grass,1.2,90,55,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Seedot,Foul Play,charged,dark,1.0,70,45,1.56,,General,
Seedot,Grass Knot,charged,grass,1.2,90,50,1.8,,General,
Seedot,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Seedot (Shadow),Energy Ball,charged,grass,1.2,90,55,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Seedot (Shadow),Foul Play,charged,dark,1.0,70,45,1.56,,General,
Seedot (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Seedot (Shadow),Grass Knot,charged,grass,1.2,90,50,1.8,,General,
Seel,Aqua Jet,charged,water,1.2,45,45,1.0,,General,elite
Seel,Aqua Tail,charged,water,1.2,55,35,1.57,,Spam/Bait,
Seel,Aurora Beam,charged,ice,1.0,80,60,1.33,,High Energy,
Seel,Icy Wind,charged,ice,1.0,60,45,1.33,100% chance -1 Atk opponent,Debuff,
Seismitoad,Earth Power,charged,ground,1.2,90,55,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Seismitoad,Muddy Water,charged,water,1.2,35,35,1.0,30.0% chance -1 Atk opponent,Debuff Spam/Bait,
Seismitoad,Sludge Bomb,charged,poison,1.0,80,50,1.6,,General,
Sentret,Brick Break,charged,fighting,1.0,40,40,1.0,100% chance -1 Def opponent,Debuff Spam/Bait,
Sentret,Dig,charged,ground,1.0,70,50,1.4,,High Energy,
Sentret,Grass Knot,charged,grass,1.0,90,50,1.8,,General,
Serperior,Aerial Ace,charged,flying,1.0,55,40,1.38,,General,
Serperior,Frenzy Plant,charged,grass,1.2,100,45,2.22,,General,elite
Serperior,Grass Knot,charged,grass,1.2,90,50,1.8,,General,
Serperior,Leaf Tornado,charged,grass,1.2,45,40,1.12,50.0% chance -2 Atk opponent,Debuff Spam/Bait,
Serperior,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Serperior (Shadow),Aerial Ace,charged,flying,1.0,55,40,1.38,,General,
Serperior (Shadow),Frenzy Plant,charged,grass,1.2,100,45,2.22,,General,elite
Serperior (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Serperior (Shadow),Grass Knot,charged,grass,1.2,90,50,1.8,,General,
Serperior (Shadow),Leaf Tornado,charged,grass,1.2,45,40,1.12,50.0% chance -2 Atk opponent,Debuff Spam/Bait,
Servine,Grass Knot,charged,grass,1.2,90,50,1.8,,General,
Servine,Leaf Tornado,charged,grass,1.2,45,40,1.12,50.0% chance -2 Atk opponent,Debuff Spam/Bait,
Servine,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Servine,Wrap,charged,normal,1.0,60,45,1.33,,General,
Servine (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Servine (Shadow),Grass Knot,charged,grass,1.2,90,50,1.8,,General,
Servine (Shadow),Leaf Tornado,charged,grass,1.2,45,40,1.12,50.0% chance -2 Atk opponent,Debuff Spam/Bait,
Servine (Shadow),Wrap,charged,normal,1.0,60,45,1.33,,General,
Seviper,Crunch,charged,dark,1.0,70,45,1.56,30.0% chance -1 Def opponent,Debuff,
Seviper,Poison Fang,charged,poison,1.2,45,40,1.12,100% chance -1 Def opponent,Debuff Spam/Bait,
Seviper,Wrap,charged,normal,1.0,60,45,1.33,,General,
Sewaddle,Energy Ball,charged,grass,1.2,90,55,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Sewaddle,Seed Bomb,charged,grass,1.2,65,45,1.44,,General,
Sewaddle,Silver Wind,charged,bug,1.2,60,45,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Sharpedo,Crunch,charged,dark,1.2,70,45,1.56,30.0% chance -1 Def opponent,Debuff,
Sharpedo,Hydro Pump,charged,water,1.2,130,75,1.73,,Nuke,
Sharpedo,Poison Fang,charged,poison,1.0,45,40,1.12,100% chance -1 Def opponent,Debuff Spam/Bait,
Sharpedo,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Sharpedo (Shadow),Crunch,charged,dark,1.2,70,45,1.56,30.0% chance -1 Def opponent,Debuff,
Sharpedo (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Sharpedo (Shadow),Hydro Pump,charged,water,1.2,130,75,1.73,,Nuke,
Sharpedo (Shadow),Poison Fang,charged,poison,1.0,45,40,1.12,100% chance -1 Def opponent,Debuff Spam/Bait,
Shaymin (Land),Energy Ball,charged,grass,1.2,90,55,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Shaymin (Land),Grass Knot,charged,grass,1.2,90,50,1.8,,General,
Shaymin (Land),Seed Flare,charged,grass,1.2,130,75,1.73,40.0% chance -2 Def opponent,Nuke Debuff,elite
Shaymin (Land),Solar Beam,charged,grass,1.2,150,80,1.88,,Nuke,
Shaymin (Sky),Energy Ball,charged,grass,1.2,90,55,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Shaymin (Sky),Grass Knot,charged,grass,1.2,90,50,1.8,,General,
Shaymin (Sky),Seed Flare,charged,grass,1.2,130,75,1.73,40.0% chance -2 Def opponent,Nuke Debuff,elite
Shaymin (Sky),Solar Beam,charged,grass,1.2,150,80,1.88,,Nuke,
Shedinja,Aerial Ace,charged,flying,1.0,55,40,1.38,,General,
Shedinja,Dig,charged,ground,1.0,70,50,1.4,,High Energy,
Shedinja,Shadow Sneak,charged,ghost,1.2,50,45,1.11,,General,
Shelgon,Dragon Pulse,charged,dragon,1.2,90,60,1.5,,High Energy,
Shelgon,Flamethrower,charged,fire,1.0,90,55,1.64,,High Energy,
Shelgon,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Shelgon,Twister,charged,dragon,1.2,45,45,1.0,,General,
Shelgon (Shadow),Dragon Pulse,charged,dragon,1.2,90,60,1.5,,High Energy,
Shelgon (Shadow),Flamethrower,charged,fire,1.0,90,55,1.64,,High Energy,
Shelgon (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Shelgon (Shadow),Twister,charged,dragon,1.2,45,45,1.0,,General,
Shellder,Bubble Beam,charged,water,1.2,25,40,0.62,100% chance -1 Atk opponent,Debuff Spam/Bait,
Shellder,Icy Wind,charged,ice,1.0,60,45,1.33,100% chance -1 Atk opponent,Debuff,
Shellder,Razor Shell,charged,water,1.2,35,35,1.0,50.0% chance -1 Def opponent,Spam/Bait Debuff,
Shellder,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Shellder,Water Pulse,charged,water,1.2,80,55,1.45,,General,
Shellder (Shadow),Bubble Beam,charged,water,1.2,25,40,0.62,100% chance -1 Atk opponent,Debuff Spam/Bait,
Shellder (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Shellder (Shadow),Icy Wind,charged,ice,1.0,60,45,1.33,100% chance -1 Atk opponent,Debuff,
Shellder (Shadow),Razor Shell,charged,water,1.2,35,35,1.0,50.0% chance -1 Def opponent,Spam/Bait Debuff,
Shellder (Shadow),Water Pulse,charged,water,1.2,80,55,1.45,,General,
Shellos,Body Slam,charged,normal,1.0,50,35,1.43,,Spam/Bait,
Shellos,Mud Bomb,charged,ground,1.0,60,40,1.5,,Spam/Bait,
Shellos,Water Pulse,charged,water,1.2,80,55,1.45,,General,
Shelmet,Body Slam,charged,normal,1.0,50,35,1.43,,Spam/Bait,
Shelmet,Bug Buzz,charged,bug,1.2,100,60,1.67,30.0% chance -1 Def opponent,High Energy Debuff,
Shelmet,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Shelmet,Signal Beam,charged,bug,1.2,75,55,1.36,20.0% chance -1 Atk -1 Def opponent,High Energy Debuff,
Shelmet (Shadow),Body Slam,charged,normal,1.0,50,35,1.43,,Spam/Bait,
Shelmet (Shadow),Bug Buzz,charged,bug,1.2,100,60,1.67,30.0% chance -1 Def opponent,High Energy Debuff,
Shelmet (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Shelmet (Shadow),Signal Beam,charged,bug,1.2,75,55,1.36,20.0% chance -1 Atk -1 Def opponent,High Energy Debuff,
Shieldon,Ancient Power,charged,rock,1.2,60,45,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Shieldon,Heavy Slam,charged,steel,1.2,70,50,1.4,,General,
Shieldon,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Shieldon,Rock Tomb,charged,rock,1.2,70,60,1.17,100% chance -1 Atk opponent,High Energy Debuff,
Shieldon (Shadow),Ancient Power,charged,rock,1.2,60,45,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Shieldon (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Shieldon (Shadow),Heavy Slam,charged,steel,1.2,70,50,1.4,,General,
Shieldon (Shadow),Rock Tomb,charged,rock,1.2,70,60,1.17,100% chance -1 Atk opponent,High Energy Debuff,
Shiftry,Foul Play,charged,dark,1.2,70,45,1.56,,General,
Shiftry,Hurricane,charged,flying,1.0,110,65,1.69,,Nuke,
Shiftry,Leaf Blade,charged,grass,1.2,70,35,2.0,,Spam/Bait,
Shiftry,Leaf Tornado,charged,grass,1.2,45,40,1.12,50.0% chance -2 Atk opponent,Debuff Spam/Bait,
Shiftry,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Shiftry (Shadow),Foul Play,charged,dark,1.2,70,45,1.56,,General,
Shiftry (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Shiftry (Shadow),Hurricane,charged,flying,1.0,110,65,1.69,,Nuke,
Shiftry (Shadow),Leaf Blade,charged,grass,1.2,70,35,2.0,,Spam/Bait,
Shiftry (Shadow),Leaf Tornado,charged,grass,1.2,45,40,1.12,50.0% chance -2 Atk opponent,Debuff Spam/Bait,
Shiinotic,Moonblast,charged,fairy,1.2,110,60,1.83,10.0% chance -1 Atk opponent,Debuff Nuke,
Shiinotic,Seed Bomb,charged,grass,1.2,65,45,1.44,,General,
Shiinotic,Sludge Bomb,charged,poison,1.0,80,50,1.6,,General,
Shinx,Discharge,charged,electric,1.2,65,45,1.44,,General,
Shinx,Return,charged,normal,1.0,130,70,1.86,,Nuke,
Shinx,Swift,charged,normal,1.0,55,35,1.57,,Spam/Bait,
Shinx,Thunderbolt,charged,electric,1.2,90,55,1.64,,High Energy,
Shinx (Shadow),Discharge,charged,electric,1.2,65,45,1.44,,General,
Shinx (Shadow),Frustration,charged,normal,1.0,10,70,0.14,,High Energy,
Shinx (Shadow),Swift,charged,normal,1.0,55,35,1.57,,Spam/Bait,
Shinx (Shadow),Thunderbolt,charged,electric,1.2,90,55,1.64,,High Energy,
Shroodle,Acid Spray,charged,poison,1.2,20,45,0.44,100% chance -2 Def opponent,Debuff,
Shroodle,Poison Fang,charged,poison,1.2,45,40,1.12,100% chance -1 Def opponent,Debuff Spam/Bait,
Shroodle,Sludge Bomb,charged,poison,1.2,80,50,1.6,,General,
Shroomish,Energy Ball,charged,grass,1.2,90,55,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Shroomish,Grass Knot,charged,grass,1.2,90,50,1.8,,General,
Shroomish,Seed Bomb,charged,grass,1.2,65,45,1.44,,General,
Shuckle,Gyro Ball,charged,steel,1.0,80,60,1.33,,High Energy,
Shuckle,Return,charged,normal,1.0,130,70,1.86,,Nuke,
