pokemon,move,move_kind,type,stab_bonus,damage,energy_gain,turns,damage_per_turn,energy_per_turn,energy,damage_per_energy,effect,archetype,notes
Tatsugiri_droopy,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,,,,General,
Tatsugiri_droopy,Hydro Pump,charged,water,1.2,130,0,1,,,75.0,1.73,,Nuke,
Tatsugiri_droopy,Muddy Water,charged,water,1.2,35,0,2,,,35.0,1.0,30.0% chance -1 Atk opponent,Debuff Spam/Bait,
Tatsugiri_droopy,Outrage,charged,dragon,1.2,110,0,1,,,60.0,1.83,,Nuke,
Tatsugiri_droopy,Surf,charged,water,1.2,75,0,1,,,45.0,1.67,,General,
Tatsugiri_stretchy,Take Down,fast,normal,1.0,5,8,3,1.67,2.67,,,,Low Quality,
Tatsugiri_stretchy,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,,,,General,
Tatsugiri_stretchy,Hydro Pump,charged,water,1.2,130,0,1,,,75.0,1.73,,Nuke,
Tatsugiri_stretchy,Muddy Water,charged,water,1.2,35,0,2,,,35.0,1.0,30.0% chance -1 Atk opponent,Debuff Spam/Bait,
Tatsugiri_stretchy,Outrage,charged,dragon,1.2,110,0,1,,,60.0,1.83,,Nuke,
Tatsugiri_stretchy,Surf,charged,water,1.2,75,0,1,,,45.0,1.67,,General,
Tauros,Tackle,fast,normal,1.2,3,3,1,3.0,3.0,,,,General,
Tauros,Zen Headbutt,fast,psychic,1.0,8,6,3,2.67,2.0,,,,Low Quality,
Tauros,Earthquake,charged,ground,1.0,110,0,1,,,65.0,1.69,,Nuke,
Tauros,Horn Attack,charged,normal,1.2,40,0,1,,,35.0,1.14,,Spam/Bait,
Tauros,Iron Head,charged,steel,1.0,70,0,1,,,50.0,1.4,,General,
Tauros,Trailblaze,charged,grass,1.0,65,0,1,,,45.0,1.44,100% chance +1 Atk self,Boost,
Teddiursa,Lick,fast,ghost,1.0,3,3,1,3.0,3.0,,,,General,
Teddiursa,Scratch,fast,normal,1.2,4,2,1,4.0,2.0,,,,Heavy Damage,
Teddiursa,Cross Chop,charged,fighting,1.0,55,0,1,,,35.0,1.57,,Spam/Bait,
Teddiursa,Crunch,charged,dark,1.0,70,0,1,,,45.0,1.56,30.0% chance -1 Def opponent,Debuff,
Teddiursa,Play Rough,charged,fairy,1.0,90,0,1,,,60.0,1.5,,High Energy,
Teddiursa,Return,charged,normal,1.2,130,0,1,,,70.0,1.86,,Nuke,
Teddiursa,Swift,charged,normal,1.2,55,0,1,,,35.0,1.57,,Spam/Bait,
Teddiursa,Trailblaze,charged,grass,1.0,65,0,1,,,45.0,1.44,100% chance +1 Atk self,Boost,
Teddiursa (Shadow),Lick,fast,ghost,1.0,3,3,1,3.0,3.0,,,,General,
Teddiursa (Shadow),Scratch,fast,normal,1.2,4,2,1,4.0,2.0,,,,Heavy Damage,
Teddiursa (Shadow),Cross Chop,charged,fighting,1.0,55,0,1,,,35.0,1.57,,Spam/Bait,
Teddiursa (Shadow),Crunch,charged,dark,1.0,70,0,1,,,45.0,1.56,30.0% chance -1 Def opponent,Debuff,
Teddiursa (Shadow),Frustration,charged,normal,1.2,10,0,1,,,70.0,0.14,,High Energy,
Teddiursa (Shadow),Play Rough,charged,fairy,1.0,90,0,1,,,60.0,1.5,,High Energy,
Teddiursa (Shadow),Swift,charged,normal,1.2,55,0,1,,,35.0,1.57,,Spam/Bait,
Teddiursa (Shadow),Trailblaze,charged,grass,1.0,65,0,1,,,45.0,1.44,100% chance +1 Atk self,Boost,
Tentacool,Bubble,fast,water,1.2,8,11,3,2.67,3.67,,,,Fast Charge,
Tentacool,Poison Sting,fast,poison,1.2,4,9,2,2.0,4.5,,,,Fast Charge,
Tentacool,Bubble Beam,charged,water,1.2,25,0,1,,,40.0,0.62,100% chance -1 Atk opponent,Debuff Spam/Bait,
Tentacool,Return,charged,normal,1.0,130,0,1,,,70.0,1.86,,Nuke,
Tentacool,Water Pulse,charged,water,1.2,80,0,1,,,55.0,1.45,,General,
Tentacool,Wrap,charged,normal,1.0,60,0,1,,,45.0,1.33,,General,
Tentacool (Shadow),Bubble,fast,water,1.2,8,11,3,2.67,3.67,,,,Fast Charge,
Tentacool (Shadow),Poison Sting,fast,poison,1.2,4,9,2,2.0,4.5,,,,Fast Charge,
Tentacool (Shadow),Bubble Beam,charged,water,1.2,25,0,1,,,40.0,0.62,100% chance -1 Atk opponent,Debuff Spam/Bait,
Tentacool (Shadow),Frustration,charged,normal,1.0,10,0,1,,,70.0,0.14,,High Energy,
Tentacool (Shadow),Water Pulse,charged,water,1.2,80,0,1,,,55.0,1.45,,General,
Tentacool (Shadow),Wrap,charged,normal,1.0,60,0,1,,,45.0,1.33,,General,
Tentacruel,Acid,fast,poison,1.2,6,5,2,3.0,2.5,,,,Low Quality,
Tentacruel,Poison Jab,fast,poison,1.2,7,7,2,3.5,3.5,,,,General,
Tentacruel,Acid Spray,charged,poison,1.2,20,0,1,,,45.0,0.44,100% chance -2 Def opponent,Debuff,
Tentacruel,Blizzard,charged,ice,1.0,140,0,1,,,75.0,1.87,,Nuke,
Tentacruel,Hydro Pump,charged,water,1.2,130,0,1,,,75.0,1.73,,Nuke,
Tentacruel,Return,charged,normal,1.0,130,0,1,,,70.0,1.86,,Nuke,
Tentacruel,Scald,charged,water,1.2,85,0,1,,,50.0,1.7,30.0% chance -1 Atk opponent,High Energy Debuff,
Tentacruel,Sludge Wave,charged,poison,1.2,110,0,1,,,65.0,1.69,,Nuke,
Tentacruel (Shadow),Acid,fast,poison,1.2,6,5,2,3.0,2.5,,,,Low Quality,
Tentacruel (Shadow),Poison Jab,fast,poison,1.2,7,7,2,3.5,3.5,,,,General,
Tentacruel (Shadow),Acid Spray,charged,poison,1.2,20,0,1,,,45.0,0.44,100% chance -2 Def opponent,Debuff,
Tentacruel (Shadow),Blizzard,charged,ice,1.0,140,0,1,,,75.0,1.87,,Nuke,
Tentacruel (Shadow),Frustration,charged,normal,1.0,10,0,1,,,70.0,0.14,,High Energy,
Tentacruel (Shadow),Hydro Pump,charged,water,1.2,130,0,1,,,75.0,1.73,,Nuke,
Tentacruel (Shadow),Scald,charged,water,1.2,85,0,1,,,50.0,1.7,30.0% chance -1 Atk opponent,High Energy Debuff,
Tentacruel (Shadow),Sludge Wave,charged,poison,1.2,110,0,1,,,65.0,1.69,,Nuke,
Tepig,Ember,fast,fire,1.2,7,6,2,3.5,3.0,,,,Heavy Damage,
Tepig,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,,,,General,
Tepig,Body Slam,charged,normal,1.0,50,0,1,,,35.0,1.43,,Spam/Bait,
Tepig,Flame Charge,charged,fire,1.2,65,0,1,,,50.0,1.3,100% chance +1 Atk self,Boost,
Tepig,Flamethrower,charged,fire,1.2,90,0,1,,,55.0,1.64,,High Energy,
Tepig,Return,charged,normal,1.0,130,0,1,,,70.0,1.86,,Nuke,
Tepig (Shadow),Ember,fast,fire,1.2,7,6,2,3.5,3.0,,,,Heavy Damage,
Tepig (Shadow),Tackle,fast,normal,1.0,3,3,1,3.0,3.0,,,,General,
Tepig (Shadow),Body Slam,charged,normal,1.0,50,0,1,,,35.0,1.43,,Spam/Bait,
Tepig (Shadow),Flame Charge,charged,fire,1.2,65,0,1,,,50.0,1.3,100% chance +1 Atk self,Boost,
Tepig (Shadow),Flamethrower,charged,fire,1.2,90,0,1,,,55.0,1.64,,High Energy,
Tepig (Shadow),Frustration,charged,normal,1.0,10,0,1,,,70.0,0.14,,High Energy,
Terrakion,Double Kick,fast,fighting,1.2,8,12,3,2.67,4.0,,,,Multipurpose,
Terrakion,Smack Down,fast,rock,1.2,11,8,3,3.67,2.67,,,,Heavy Damage,
Terrakion,Zen Headbutt,fast,psychic,1.0,8,6,3,2.67,2.0,,,,Low Quality,
Terrakion,Close Combat,charged,fighting,1.2,100,0,1,,,45.0,2.22,100% chance -2 Def self,Self-Debuff,
Terrakion,Earthquake,charged,ground,1.0,110,0,1,,,65.0,1.69,,Nuke,
Terrakion,Rock Slide,charged,rock,1.2,65,0,1,,,45.0,1.44,,General,
Terrakion,Sacred Sword,charged,fighting,1.2,60,0,1,,,35.0,1.71,,Spam/Bait,elite
Thievul,Quick Attack,fast,normal,1.0,5,8,2,2.5,4.0,,,,Fast Charge,
Thievul,Snarl,fast,dark,1.2,5,13,3,1.67,4.33,,,,Fast Charge,
Thievul,Night Slash,charged,dark,1.2,50,0,1,,,35.0,1.43,12.5% chance +2 Atk self,Boost Spam/Bait,
Thievul,Play Rough,charged,fairy,1.0,90,0,1,,,60.0,1.5,,High Energy,
Throh,Low Kick,fast,fighting,1.2,4,5,2,2.0,2.5,,,,Low Quality,
Throh,Zen Headbutt,fast,psychic,1.0,8,6,3,2.67,2.0,,,,Low Quality,
Throh,Body Slam,charged,normal,1.0,50,0,1,,,35.0,1.43,,Spam/Bait,
Throh,Brick Break,charged,fighting,1.2,40,0,1,,,40.0,1.0,100% chance -1 Def opponent,Debuff Spam/Bait,
Throh,Focus Blast,charged,fighting,1.2,150,0,1,,,75.0,2.0,,Nuke,
Throh,Low Sweep,charged,fighting,1.2,40,0,1,,,40.0,1.0,,Spam/Bait,
Throh,Return,charged,normal,1.0,130,0,1,,,70.0,1.86,,Nuke,
Throh (Shadow),Low Kick,fast,fighting,1.2,4,5,2,2.0,2.5,,,,Low Quality,
Throh (Shadow),Zen Headbutt,fast,psychic,1.0,8,6,3,2.67,2.0,,,,Low Quality,
Throh (Shadow),Body Slam,charged,normal,1.0,50,0,1,,,35.0,1.43,,Spam/Bait,
Throh (Shadow),Brick Break,charged,fighting,1.2,40,0,1,,,40.0,1.0,100% chance -1 Def opponent,Debuff Spam/Bait,
Throh (Shadow),Focus Blast,charged,fighting,1.2,150,0,1,,,75.0,2.0,,Nuke,
Throh (Shadow),Frustration,charged,normal,1.0,10,0,1,,,70.0,0.14,,High Energy,
Throh (Shadow),Low Sweep,charged,fighting,1.2,40,0,1,,,40.0,1.0,,Spam/Bait,
Thundurus (Incarnate),Astonish,fast,ghost,1.0,12,10,3,4.0,3.33,,,,Multipurpose,
Thundurus (Incarnate),Thunder Shock,fast,electric,1.2,4,9,2,2.0,4.5,,,,Fast Charge,
Thundurus (Incarnate),Brick Break,charged,fighting,1.0,40,0,1,,,40.0,1.0,100% chance -1 Def opponent,Debuff Spam/Bait,
Thundurus (Incarnate),Crunch,charged,dark,1.0,70,0,1,,,45.0,1.56,30.0% chance -1 Def opponent,Debuff,
Thundurus (Incarnate),Thunder,charged,electric,1.2,100,0,1,,,60.0,1.67,,High Energy,
Thundurus (Incarnate),Thunder Punch,charged,electric,1.2,60,0,1,,,40.0,1.5,,Spam/Bait,
Thundurus (Therian),Bite,fast,dark,1.0,4,2,1,4.0,2.0,,,,Heavy Damage,
Thundurus (Therian),Volt Switch,fast,electric,1.2,12,16,4,3.0,4.0,,,,Multipurpose,
Thundurus (Therian),Focus Blast,charged,fighting,1.0,150,0,1,,,75.0,2.0,,Nuke,
Thundurus (Therian),Sludge Wave,charged,poison,1.0,110,0,1,,,65.0,1.69,,Nuke,
Thundurus (Therian),Thunder,charged,electric,1.2,100,0,1,,,60.0,1.67,,High Energy,
Thundurus (Therian),Thunderbolt,charged,electric,1.2,90,0,1,,,55.0,1.64,,High Energy,
Thundurus (Therian),Wildbolt Storm,charged,electric,1.2,60,0,1,,,45.0,1.33,100% chance -1 Atk opponent,Debuff,elite
Thwackey,Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,,,,Heavy Damage,
Thwackey,Scratch,fast,normal,1.0,4,2,1,4.0,2.0,,,,Heavy Damage,
Thwackey,Energy Ball,charged,grass,1.2,90,0,1,,,55.0,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Thwackey,Grass Knot,charged,grass,1.2,90,0,1,,,50.0,1.8,,General,
Timburr,Low Kick,fast,fighting,1.2,4,5,2,2.0,2.5,,,,Low Quality,
Timburr,Pound,fast,normal,1.0,4,4,2,2.0,2.0,,,,Low Quality,
Timburr,Brick Break,charged,fighting,1.2,40,0,1,,,40.0,1.0,100% chance -1 Def opponent,Debuff Spam/Bait,
Timburr,Low Sweep,charged,fighting,1.2,40,0,1,,,40.0,1.0,,Spam/Bait,
Timburr,Return,charged,normal,1.0,130,0,1,,,70.0,1.86,,Nuke,
Timburr,Rock Tomb,charged,rock,1.0,70,0,1,,,60.0,1.17,100% chance -1 Atk opponent,High Energy Debuff,
Timburr (Shadow),Low Kick,fast,fighting,1.2,4,5,2,2.0,2.5,,,,Low Quality,
Timburr (Shadow),Pound,fast,normal,1.0,4,4,2,2.0,2.0,,,,Low Quality,
Timburr (Shadow),Brick Break,charged,fighting,1.2,40,0,1,,,40.0,1.0,100% chance -1 Def opponent,Debuff Spam/Bait,
Timburr (Shadow),Frustration,charged,normal,1.0,10,0,1,,,70.0,0.14,,High Energy,
Timburr (Shadow),Low Sweep,charged,fighting,1.2,40,0,1,,,40.0,1.0,,Spam/Bait,
Timburr (Shadow),Rock Tomb,charged,rock,1.0,70,0,1,,,60.0,1.17,100% chance -1 Atk opponent,High Energy Debuff,
Ting-Lu,Mud Shot,fast,ground,1.2,4,8,2,2.0,4.0,,,,Fast Charge,
Ting-Lu,Snarl,fast,dark,1.2,5,13,3,1.67,4.33,,,,Fast Charge,
Ting-Lu,Bulldoze,charged,ground,1.2,45,0,1,,,45.0,1.0,50.0% chance -1 Def opponent,Debuff Spam/Bait,
Ting-Lu,Dark Pulse,charged,dark,1.2,80,0,1,,,50.0,1.6,,General,
Ting-Lu,Earthquake,charged,ground,1.2,110,0,1,,,65.0,1.69,,Nuke,
Tinkatink,Fairy Wind,fast,fairy,1.2,4,9,2,2.0,4.5,,,,Fast Charge,
Tinkatink,Rock Smash,fast,fighting,1.0,9,7,3,3.0,2.33,,,,Low Quality,
Tinkatink,Brutal Swing,charged,dark,1.0,55,0,1,,,35.0,1.57,,Spam/Bait,
Tinkatink,Flash Cannon,charged,steel,1.2,110,0,1,,,70.0,1.57,,Nuke,
Tinkatink,Play Rough,charged,fairy,1.2,90,0,1,,,60.0,1.5,,High Energy,
Tinkaton,Fairy Wind,fast,fairy,1.2,4,9,2,2.0,4.5,,,,Fast Charge,
Tinkaton,Rock Smash,fast,fighting,1.0,9,7,3,3.0,2.33,,,,Low Quality,
Tinkaton,Brutal Swing,charged,dark,1.0,55,0,1,,,35.0,1.57,,Spam/Bait,
Tinkaton,Flash Cannon,charged,steel,1.2,110,0,1,,,70.0,1.57,,Nuke,
Tinkaton,Heavy Slam,charged,steel,1.2,70,0,1,,,50.0,1.4,,General,
Tinkaton,Play Rough,charged,fairy,1.2,90,0,1,,,60.0,1.5,,High Energy,
Tinkatuff,Fairy Wind,fast,fairy,1.2,4,9,2,2.0,4.5,,,,Fast Charge,
Tinkatuff,Rock Smash,fast,fighting,1.0,9,7,3,3.0,2.33,,,,Low Quality,
Tinkatuff,Brutal Swing,charged,dark,1.0,55,0,1,,,35.0,1.57,,Spam/Bait,
Tinkatuff,Flash Cannon,charged,steel,1.2,110,0,1,,,70.0,1.57,,Nuke,
Tinkatuff,Play Rough,charged,fairy,1.2,90,0,1,,,60.0,1.5,,High Energy,
Tirtouga,Bite,fast,dark,1.0,4,2,1,4.0,2.0,,,,Heavy Damage,
Tirtouga,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,,,,General,
Tirtouga,Ancient Power,charged,rock,1.2,60,0,1,,,45.0,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Tirtouga,Body Slam,charged,normal,1.0,50,0,1,,,35.0,1.43,,Spam/Bait,
Tirtouga,Return,charged,normal,1.0,130,0,1,,,70.0,1.86,,Nuke,
Tirtouga,Surf,charged,water,1.2,75,0,1,,,45.0,1.67,,General,
Tirtouga (Shadow),Bite,fast,dark,1.0,4,2,1,4.0,2.0,,,,Heavy Damage,
Tirtouga (Shadow),Water Gun,fast,water,1.2,3,3,1,3.0,3.0,,,,General,
Tirtouga (Shadow),Ancient Power,charged,rock,1.2,60,0,1,,,45.0,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Tirtouga (Shadow),Body Slam,charged,normal,1.0,50,0,1,,,35.0,1.43,,Spam/Bait,
Tirtouga (Shadow),Frustration,charged,normal,1.0,10,0,1,,,70.0,0.14,,High Energy,
Tirtouga (Shadow),Surf,charged,water,1.2,75,0,1,,,45.0,1.67,,General,
Toedscool,Mud Shot,fast,ground,1.2,4,8,2,2.0,4.0,,,,Fast Charge,
Toedscool,Mud Slap,fast,ground,1.2,12,10,3,4.0,3.33,,,,Multipurpose,
Toedscool,Earth Power,charged,ground,1.2,90,0,1,,,55.0,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Toedscool,Seed Bomb,charged,grass,1.2,65,0,1,,,45.0,1.44,,General,
Toedscool,Wrap,charged,normal,1.0,60,0,1,,,45.0,1.33,,General,
Toedscruel,Mud Shot,fast,ground,1.2,4,8,2,2.0,4.0,,,,Fast Charge,
Toedscruel,Mud Slap,fast,ground,1.2,12,10,3,4.0,3.33,,,,Multipurpose,
Toedscruel,Acid Spray,charged,poison,1.0,20,0,1,,,45.0,0.44,100% chance -2 Def opponent,Debuff,
Toedscruel,Earth Power,charged,ground,1.2,90,0,1,,,55.0,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Toedscruel,Seed Bomb,charged,grass,1.2,65,0,1,,,45.0,1.44,,General,
Togedemaru,Spark,fast,electric,1.2,5,7,2,2.5,3.5,,,,General,
Togedemaru,Thunder Shock,fast,electric,1.2,4,9,2,2.0,4.5,,,,Fast Charge,
Togedemaru,Fell Stinger,charged,bug,1.0,20,0,1,,,35.0,0.57,100% chance +1 Atk self,Boost Spam/Bait,
Togedemaru,Gyro Ball,charged,steel,1.2,80,0,1,,,60.0,1.33,,High Energy,
Togedemaru,Wild Charge,charged,electric,1.2,100,0,1,,,45.0,2.22,100% chance -2 Def self,Self-Debuff,
Togekiss,Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,,,,General,
Togekiss,Charm,fast,fairy,1.2,15,6,3,5.0,2.0,,,,Heavy Damage,
Togekiss,Hidden Power (Bug),fast,bug,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togekiss,Hidden Power (Dark),fast,dark,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togekiss,Hidden Power (Dragon),fast,dragon,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togekiss,Hidden Power (Electric),fast,electric,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togekiss,Hidden Power (Fighting),fast,fighting,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togekiss,Hidden Power (Fire),fast,fire,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togekiss,Hidden Power (Flying),fast,flying,1.2,9,8,3,3.0,2.67,,,,Low Quality,
Togekiss,Hidden Power (Ghost),fast,ghost,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togekiss,Hidden Power (Grass),fast,grass,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togekiss,Hidden Power (Ground),fast,ground,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togekiss,Hidden Power (Ice),fast,ice,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togekiss,Hidden Power (Poison),fast,poison,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togekiss,Hidden Power (Psychic),fast,psychic,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togekiss,Hidden Power (Rock),fast,rock,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togekiss,Hidden Power (Steel),fast,steel,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togekiss,Hidden Power (Water),fast,water,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togekiss,Aerial Ace,charged,flying,1.2,55,0,1,,,40.0,1.38,,General,
Togekiss,Ancient Power,charged,rock,1.0,60,0,1,,,45.0,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Togekiss,Aura Sphere,charged,fighting,1.0,100,0,1,,,55.0,1.82,,Nuke,elite
Togekiss,Dazzling Gleam,charged,fairy,1.2,110,0,1,,,70.0,1.57,,Nuke,
Togekiss,Flamethrower,charged,fire,1.0,90,0,1,,,55.0,1.64,,High Energy,
Togepi,Hidden Power (Bug),fast,bug,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togepi,Hidden Power (Dark),fast,dark,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togepi,Hidden Power (Dragon),fast,dragon,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togepi,Hidden Power (Electric),fast,electric,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togepi,Hidden Power (Fighting),fast,fighting,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togepi,Hidden Power (Fire),fast,fire,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togepi,Hidden Power (Flying),fast,flying,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togepi,Hidden Power (Ghost),fast,ghost,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togepi,Hidden Power (Grass),fast,grass,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togepi,Hidden Power (Ground),fast,ground,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togepi,Hidden Power (Ice),fast,ice,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togepi,Hidden Power (Poison),fast,poison,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togepi,Hidden Power (Psychic),fast,psychic,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togepi,Hidden Power (Rock),fast,rock,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togepi,Hidden Power (Steel),fast,steel,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togepi,Hidden Power (Water),fast,water,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togepi,Peck,fast,flying,1.0,6,5,2,3.0,2.5,,,,Low Quality,
Togepi,Zen Headbutt,fast,psychic,1.0,8,6,3,2.67,2.0,,,,Low Quality,elite
Togepi,Ancient Power,charged,rock,1.0,60,0,1,,,45.0,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Togepi,Dazzling Gleam,charged,fairy,1.2,110,0,1,,,70.0,1.57,,Nuke,
Togepi,Psyshock,charged,psychic,1.0,70,0,1,,,45.0,1.56,,General,
Togetic,Extrasensory,fast,psychic,1.0,8,10,3,2.67,3.33,,,,General,
Togetic,Fairy Wind,fast,fairy,1.2,4,9,2,2.0,4.5,,,,Fast Charge,
Togetic,Hidden Power (Bug),fast,bug,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togetic,Hidden Power (Dark),fast,dark,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togetic,Hidden Power (Dragon),fast,dragon,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togetic,Hidden Power (Electric),fast,electric,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togetic,Hidden Power (Fighting),fast,fighting,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togetic,Hidden Power (Fire),fast,fire,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togetic,Hidden Power (Flying),fast,flying,1.2,9,8,3,3.0,2.67,,,,Low Quality,
Togetic,Hidden Power (Ghost),fast,ghost,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togetic,Hidden Power (Grass),fast,grass,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togetic,Hidden Power (Ground),fast,ground,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togetic,Hidden Power (Ice),fast,ice,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togetic,Hidden Power (Poison),fast,poison,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togetic,Hidden Power (Psychic),fast,psychic,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togetic,Hidden Power (Rock),fast,rock,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togetic,Hidden Power (Steel),fast,steel,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togetic,Hidden Power (Water),fast,water,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Togetic,Steel Wing,fast,steel,1.0,7,6,2,3.5,3.0,,,,General,elite
Togetic,Zen Headbutt,fast,psychic,1.0,8,6,3,2.67,2.0,,,,Low Quality,elite
Togetic,Aerial Ace,charged,flying,1.2,55,0,1,,,40.0,1.38,,General,
Togetic,Ancient Power,charged,rock,1.0,60,0,1,,,45.0,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Togetic,Dazzling Gleam,charged,fairy,1.2,110,0,1,,,70.0,1.57,,Nuke,
Togetic,Draining Kiss,charged,fairy,1.2,60,0,1,,,55.0,1.09,,High Energy,
Torchic,Ember,fast,fire,1.2,7,6,2,3.5,3.0,,,,Heavy Damage,
Torchic,Scratch,fast,normal,1.0,4,2,1,4.0,2.0,,,,Heavy Damage,
Torchic,Flame Charge,charged,fire,1.2,65,0,1,,,50.0,1.3,100% chance +1 Atk self,Boost,
Torchic,Flamethrower,charged,fire,1.2,90,0,1,,,55.0,1.64,,High Energy,
Torchic,Return,charged,normal,1.0,130,0,1,,,70.0,1.86,,Nuke,
Torchic,Rock Tomb,charged,rock,1.0,70,0,1,,,60.0,1.17,100% chance -1 Atk opponent,High Energy Debuff,
Torchic (Shadow),Ember,fast,fire,1.2,7,6,2,3.5,3.0,,,,Heavy Damage,
Torchic (Shadow),Scratch,fast,normal,1.0,4,2,1,4.0,2.0,,,,Heavy Damage,
Torchic (Shadow),Flame Charge,charged,fire,1.2,65,0,1,,,50.0,1.3,100% chance +1 Atk self,Boost,
Torchic (Shadow),Flamethrower,charged,fire,1.2,90,0,1,,,55.0,1.64,,High Energy,
Torchic (Shadow),Frustration,charged,normal,1.0,10,0,1,,,70.0,0.14,,High Energy,
Torchic (Shadow),Rock Tomb,charged,rock,1.0,70,0,1,,,60.0,1.17,100% chance -1 Atk opponent,High Energy Debuff,
Torkoal,Ember,fast,fire,1.2,7,6,2,3.5,3.0,,,,Heavy Damage,
Torkoal,Fire Spin,fast,fire,1.2,11,10,3,3.67,3.33,,,,General,
Torkoal,Earthquake,charged,ground,1.0,110,0,1,,,65.0,1.69,,Nuke,
Torkoal,Overheat,charged,fire,1.2,130,0,1,,,55.0,2.36,100% chance -2 Atk self,Self-Debuff Nuke,
Torkoal,Solar Beam,charged,grass,1.0,150,0,1,,,80.0,1.88,,Nuke,
Tornadus (Incarnate),Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,,,,General,
Tornadus (Incarnate),Bite,fast,dark,1.0,4,2,1,4.0,2.0,,,,Heavy Damage,
Tornadus (Incarnate),Dark Pulse,charged,dark,1.0,80,0,1,,,50.0,1.6,,General,
Tornadus (Incarnate),Grass Knot,charged,grass,1.0,90,0,1,,,50.0,1.8,,General,
Tornadus (Incarnate),Hurricane,charged,flying,1.2,110,0,1,,,65.0,1.69,,Nuke,
Tornadus (Incarnate),Hyper Beam,charged,normal,1.0,150,0,1,,,80.0,1.88,,Nuke,
Tornadus (Therian),Astonish,fast,ghost,1.0,12,10,3,4.0,3.33,,,,Multipurpose,
Tornadus (Therian),Gust,fast,flying,1.2,16,12,4,4.0,3.0,,,,Multipurpose,
Tornadus (Therian),Bleakwind Storm,charged,flying,1.2,60,0,1,,,45.0,1.33,100% chance -1 Atk opponent,Debuff,elite
Tornadus (Therian),Focus Blast,charged,fighting,1.0,150,0,1,,,75.0,2.0,,Nuke,
Tornadus (Therian),Heat Wave,charged,fire,1.0,95,0,1,,,75.0,1.27,,High Energy,
Tornadus (Therian),Hurricane,charged,flying,1.2,110,0,1,,,65.0,1.69,,Nuke,
Tornadus (Therian),Psychic,charged,psychic,1.0,75,0,1,,,55.0,1.36,10.0% chance -1 Def opponent,High Energy Debuff,
