pokemon,move,move_kind,type,stab_bonus,damage,energy_gain,turns,damage_per_turn,energy_per_turn,archetype,notes
Solosis (Shadow),Hidden Power (Electric),fast,electric,1.0,9,8,3,3.0,2.67,Low Quality,
Solosis (Shadow),Hidden Power (Fighting),fast,fighting,1.0,9,8,3,3.0,2.67,Low Quality,
Solosis (Shadow),Hidden Power (Fire),fast,fire,1.0,9,8,3,3.0,2.67,Low Quality,
Solosis (Shadow),Hidden Power (Flying),fast,flying,1.0,9,8,3,3.0,2.67,Low Quality,
Solosis (Shadow),Hidden Power (Ghost),fast,ghost,1.0,9,8,3,3.0,2.67,Low Quality,
Solosis (Shadow),Hidden Power (Grass),fast,grass,1.0,9,8,3,3.0,2.67,Low Quality,
Solosis (Shadow),Hidden Power (Ground),fast,ground,1.0,9,8,3,3.0,2.67,Low Quality,
Solosis (Shadow),Hidden Power (Ice),fast,ice,1.0,9,8,3,3.0,2.67,Low Quality,
Solosis (Shadow),Hidden Power (Poison),fast,poison,1.0,9,8,3,3.0,2.67,Low Quality,
Solosis (Shadow),Hidden Power (Psychic),fast,psychic,1.2,9,8,3,3.0,2.67,Low Quality,
Solosis (Shadow),Hidden Power (Rock),fast,rock,1.0,9,8,3,3.0,2.67,Low Quality,
Solosis (Shadow),Hidden Power (Steel),fast,steel,1.0,9,8,3,3.0,2.67,Low Quality,
Solosis (Shadow),Hidden Power (Water),fast,water,1.0,9,8,3,3.0,2.67,Low Quality,
Solosis (Shadow),Zen Headbutt,fast,psychic,1.2,8,6,3,2.67,2.0,Low Quality,
Solrock,Confusion,fast,psychic,1.2,16,12,4,4.0,3.0,Multipurpose,
Solrock,Psywave,fast,psychic,1.2,3,4,1,3.0,4.0,Fast Charge,
Solrock,Rock Throw,fast,rock,1.2,8,5,2,4.0,2.5,Heavy Damage,
Spearow,Peck,fast,flying,1.2,6,5,2,3.0,2.5,Low Quality,
Spearow,Quick Attack,fast,normal,1.2,5,8,2,2.5,4.0,Fast Charge,
Spectrier,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Spectrier,Take Down,fast,normal,1.0,5,8,3,1.67,2.67,Low Quality,
Spewpa,Struggle Bug,fast,bug,1.2,9,8,3,3.0,2.67,Low Quality,
Spheal,Rock Smash,fast,fighting,1.0,9,7,3,3.0,2.33,Low Quality,
Spheal,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Spheal (Shadow),Rock Smash,fast,fighting,1.0,9,7,3,3.0,2.33,Low Quality,
Spheal (Shadow),Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Spidops,Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,General,
Spidops,Counter,fast,fighting,1.0,8,6,2,4.0,3.0,Multipurpose,
Spinarak,Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,General,
Spinarak,Poison Sting,fast,poison,1.2,4,9,2,2.0,4.5,Fast Charge,
Spinda,Psycho Cut,fast,psychic,1.0,3,9,2,1.5,4.5,Fast Charge,
Spinda,Sucker Punch,fast,dark,1.0,8,7,2,4.0,3.5,Multipurpose,
Spiritomb,Feint Attack,fast,dark,1.2,6,6,2,3.0,3.0,General,
Spiritomb,Sucker Punch,fast,dark,1.2,8,7,2,4.0,3.5,Multipurpose,
Spoink,Splash,fast,water,1.0,0,12,4,0.0,3.0,Low Quality,
Spoink,Zen Headbutt,fast,psychic,1.2,8,6,3,2.67,2.0,Low Quality,
Spoink (Shadow),Splash,fast,water,1.0,0,12,4,0.0,3.0,Low Quality,
Spoink (Shadow),Zen Headbutt,fast,psychic,1.2,8,6,3,2.67,2.0,Low Quality,
Sprigatito,Charm,fast,fairy,1.0,15,6,3,5.0,2.0,Heavy Damage,
Sprigatito,Leafage,fast,grass,1.2,6,7,2,3.0,3.5,General,
Spritzee,Charge Beam,fast,electric,1.0,5,11,3,1.67,3.67,Fast Charge,
Spritzee,Charm,fast,fairy,1.2,15,6,3,5.0,2.0,Heavy Damage,
Squawkabilly,Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,General,
Squawkabilly,Peck,fast,flying,1.2,6,5,2,3.0,2.5,Low Quality,
Squawkabilly_blue,Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,General,
Squawkabilly_blue,Peck,fast,flying,1.2,6,5,2,3.0,2.5,Low Quality,
Squawkabilly_green,Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,General,
Squawkabilly_green,Peck,fast,flying,1.2,6,5,2,3.0,2.5,Low Quality,
Squawkabilly_white,Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,General,
Squawkabilly_white,Peck,fast,flying,1.2,6,5,2,3.0,2.5,Low Quality,
Squawkabilly_yellow,Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,General,
Squawkabilly_yellow,Peck,fast,flying,1.2,6,5,2,3.0,2.5,Low Quality,
Squirtle,Bubble,fast,water,1.2,8,11,3,2.67,3.67,Fast Charge,
Squirtle,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Squirtle (Shadow),Bubble,fast,water,1.2,8,11,3,2.67,3.67,Fast Charge,
Squirtle (Shadow),Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Stakataka,Rock Throw,fast,rock,1.2,8,5,2,4.0,2.5,Heavy Damage,
Stakataka,Take Down,fast,normal,1.0,5,8,3,1.67,2.67,Low Quality,
Stantler,Tackle,fast,normal,1.2,3,3,1,3.0,3.0,General,
Stantler,Zen Headbutt,fast,psychic,1.0,8,6,3,2.67,2.0,Low Quality,
Stantler (Shadow),Tackle,fast,normal,1.2,3,3,1,3.0,3.0,General,
Stantler (Shadow),Zen Headbutt,fast,psychic,1.0,8,6,3,2.67,2.0,Low Quality,
Staraptor,Gust,fast,flying,1.2,16,12,4,4.0,3.0,Multipurpose,elite
Staraptor,Quick Attack,fast,normal,1.2,5,8,2,2.5,4.0,Fast Charge,
Staraptor,Sand Attack,fast,ground,1.0,2,4,1,2.0,4.0,Fast Charge,
Staraptor,Wing Attack,fast,flying,1.2,5,7,2,2.5,3.5,Fast Charge,
Staraptor (Shadow),Gust,fast,flying,1.2,16,12,4,4.0,3.0,Multipurpose,elite
Staraptor (Shadow),Quick Attack,fast,normal,1.2,5,8,2,2.5,4.0,Fast Charge,
Staraptor (Shadow),Sand Attack,fast,ground,1.0,2,4,1,2.0,4.0,Fast Charge,
Staraptor (Shadow),Wing Attack,fast,flying,1.2,5,7,2,2.5,3.5,Fast Charge,
Staravia,Quick Attack,fast,normal,1.2,5,8,2,2.5,4.0,Fast Charge,
Staravia,Sand Attack,fast,ground,1.0,2,4,1,2.0,4.0,Fast Charge,
Staravia,Wing Attack,fast,flying,1.2,5,7,2,2.5,3.5,Fast Charge,
Staravia (Shadow),Quick Attack,fast,normal,1.2,5,8,2,2.5,4.0,Fast Charge,
Staravia (Shadow),Sand Attack,fast,ground,1.0,2,4,1,2.0,4.0,Fast Charge,
Staravia (Shadow),Wing Attack,fast,flying,1.2,5,7,2,2.5,3.5,Fast Charge,
Starly,Quick Attack,fast,normal,1.2,5,8,2,2.5,4.0,Fast Charge,
Starly,Sand Attack,fast,ground,1.0,2,4,1,2.0,4.0,Fast Charge,
Starly,Tackle,fast,normal,1.2,3,3,1,3.0,3.0,General,
Starly (Shadow),Quick Attack,fast,normal,1.2,5,8,2,2.5,4.0,Fast Charge,
Starly (Shadow),Sand Attack,fast,ground,1.0,2,4,1,2.0,4.0,Fast Charge,
Starly (Shadow),Tackle,fast,normal,1.2,3,3,1,3.0,3.0,General,
Starmie,Hidden Power (Bug),fast,bug,1.0,9,8,3,3.0,2.67,Low Quality,
Starmie,Hidden Power (Dark),fast,dark,1.0,9,8,3,3.0,2.67,Low Quality,
Starmie,Hidden Power (Dragon),fast,dragon,1.0,9,8,3,3.0,2.67,Low Quality,
Starmie,Hidden Power (Electric),fast,electric,1.0,9,8,3,3.0,2.67,Low Quality,
Starmie,Hidden Power (Fighting),fast,fighting,1.0,9,8,3,3.0,2.67,Low Quality,
Starmie,Hidden Power (Fire),fast,fire,1.0,9,8,3,3.0,2.67,Low Quality,
Starmie,Hidden Power (Flying),fast,flying,1.0,9,8,3,3.0,2.67,Low Quality,
Starmie,Hidden Power (Ghost),fast,ghost,1.0,9,8,3,3.0,2.67,Low Quality,
Starmie,Hidden Power (Grass),fast,grass,1.0,9,8,3,3.0,2.67,Low Quality,
Starmie,Hidden Power (Ground),fast,ground,1.0,9,8,3,3.0,2.67,Low Quality,
Starmie,Hidden Power (Ice),fast,ice,1.0,9,8,3,3.0,2.67,Low Quality,
Starmie,Hidden Power (Poison),fast,poison,1.0,9,8,3,3.0,2.67,Low Quality,
Starmie,Hidden Power (Psychic),fast,psychic,1.2,9,8,3,3.0,2.67,Low Quality,
Starmie,Hidden Power (Rock),fast,rock,1.0,9,8,3,3.0,2.67,Low Quality,
Starmie,Hidden Power (Steel),fast,steel,1.0,9,8,3,3.0,2.67,Low Quality,
Starmie,Hidden Power (Water),fast,water,1.2,9,8,3,3.0,2.67,Low Quality,
Starmie,Psywave,fast,psychic,1.2,3,4,1,3.0,4.0,Fast Charge,
Starmie,Quick Attack,fast,normal,1.0,5,8,2,2.5,4.0,Fast Charge,legacy
Starmie,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,elite
Starmie,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Staryu,Quick Attack,fast,normal,1.0,5,8,2,2.5,4.0,Fast Charge,legacy
Staryu,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Staryu,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Steelix,Dragon Tail,fast,dragon,1.0,13,9,3,4.33,3.0,Multipurpose,
Steelix,Iron Tail,fast,steel,1.2,10,7,3,3.33,2.33,General,
Steelix,Thunder Fang,fast,electric,1.0,8,6,2,4.0,3.0,Multipurpose,
Steelix (Mega),Dragon Tail,fast,dragon,1.0,13,9,3,4.33,3.0,Multipurpose,
Steelix (Mega),Iron Tail,fast,steel,1.2,10,7,3,3.33,2.33,General,
Steelix (Mega),Thunder Fang,fast,electric,1.0,8,6,2,4.0,3.0,Multipurpose,
Steelix (Shadow),Dragon Tail,fast,dragon,1.0,13,9,3,4.33,3.0,Multipurpose,
Steelix (Shadow),Iron Tail,fast,steel,1.2,10,7,3,3.33,2.33,General,
Steelix (Shadow),Thunder Fang,fast,electric,1.0,8,6,2,4.0,3.0,Multipurpose,
Steenee,Charm,fast,fairy,1.0,15,6,3,5.0,2.0,Heavy Damage,
Steenee,Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,Heavy Damage,
Stonjourner,Rock Throw,fast,rock,1.2,8,5,2,4.0,2.5,Heavy Damage,
Stoutland,Ice Fang,fast,ice,1.0,8,6,2,4.0,3.0,Multipurpose,
Stoutland,Lick,fast,ghost,1.0,3,3,1,3.0,3.0,General,
Stoutland,Sand Attack,fast,ground,1.0,2,4,1,2.0,4.0,Fast Charge,
Stoutland,Take Down,fast,normal,1.2,5,8,3,1.67,2.67,Low Quality,
Stufful,Tackle,fast,normal,1.2,3,3,1,3.0,3.0,General,
Stufful,Take Down,fast,normal,1.2,5,8,3,1.67,2.67,Low Quality,
Stunfisk,Mud Shot,fast,ground,1.2,4,8,2,2.0,4.0,Fast Charge,
Stunfisk,Thunder Shock,fast,electric,1.2,4,9,2,2.0,4.5,Fast Charge,
Stunfisk (Galarian),Metal Claw,fast,steel,1.2,5,7,2,2.5,3.5,General,
Stunfisk (Galarian),Mud Shot,fast,ground,1.2,4,8,2,2.0,4.0,Fast Charge,
Stunky,Bite,fast,dark,1.2,4,2,1,4.0,2.0,Heavy Damage,
Stunky,Scratch,fast,normal,1.0,4,2,1,4.0,2.0,Heavy Damage,
Stunky (Shadow),Bite,fast,dark,1.2,4,2,1,4.0,2.0,Heavy Damage,
Stunky (Shadow),Scratch,fast,normal,1.0,4,2,1,4.0,2.0,Heavy Damage,
Sudowoodo,Counter,fast,fighting,1.0,8,6,2,4.0,3.0,Multipurpose,
Sudowoodo,Rock Throw,fast,rock,1.2,8,5,2,4.0,2.5,Heavy Damage,
Sudowoodo (Shadow),Counter,fast,fighting,1.0,8,6,2,4.0,3.0,Multipurpose,
Sudowoodo (Shadow),Rock Throw,fast,rock,1.2,8,5,2,4.0,2.5,Heavy Damage,
Suicune,Extrasensory,fast,psychic,1.0,8,10,3,2.67,3.33,General,
Suicune,Hidden Power (Bug),fast,bug,1.0,9,8,3,3.0,2.67,Low Quality,elite
Suicune,Hidden Power (Dark),fast,dark,1.0,9,8,3,3.0,2.67,Low Quality,elite
Suicune,Hidden Power (Dragon),fast,dragon,1.0,9,8,3,3.0,2.67,Low Quality,elite
Suicune,Hidden Power (Electric),fast,electric,1.0,9,8,3,3.0,2.67,Low Quality,elite
Suicune,Hidden Power (Fighting),fast,fighting,1.0,9,8,3,3.0,2.67,Low Quality,elite
Suicune,Hidden Power (Fire),fast,fire,1.0,9,8,3,3.0,2.67,Low Quality,elite
Suicune,Hidden Power (Flying),fast,flying,1.0,9,8,3,3.0,2.67,Low Quality,elite
Suicune,Hidden Power (Ghost),fast,ghost,1.0,9,8,3,3.0,2.67,Low Quality,elite
Suicune,Hidden Power (Grass),fast,grass,1.0,9,8,3,3.0,2.67,Low Quality,elite
Suicune,Hidden Power (Ground),fast,ground,1.0,9,8,3,3.0,2.67,Low Quality,elite
Suicune,Hidden Power (Ice),fast,ice,1.0,9,8,3,3.0,2.67,Low Quality,elite
Suicune,Hidden Power (Poison),fast,poison,1.0,9,8,3,3.0,2.67,Low Quality,elite
Suicune,Hidden Power (Psychic),fast,psychic,1.0,9,8,3,3.0,2.67,Low Quality,elite
Suicune,Hidden Power (Rock),fast,rock,1.0,9,8,3,3.0,2.67,Low Quality,elite
Suicune,Hidden Power (Steel),fast,steel,1.0,9,8,3,3.0,2.67,Low Quality,elite
Suicune,Hidden Power (Water),fast,water,1.2,9,8,3,3.0,2.67,Low Quality,elite
Suicune,Ice Fang,fast,ice,1.0,8,6,2,4.0,3.0,Multipurpose,
Suicune,Snarl,fast,dark,1.0,5,13,3,1.67,4.33,Fast Charge,
Suicune (Shadow),Extrasensory,fast,psychic,1.0,8,10,3,2.67,3.33,General,
Suicune (Shadow),Hidden Power (Bug),fast,bug,1.0,9,8,3,3.0,2.67,Low Quality,elite
Suicune (Shadow),Hidden Power (Dark),fast,dark,1.0,9,8,3,3.0,2.67,Low Quality,elite
Suicune (Shadow),Hidden Power (Dragon),fast,dragon,1.0,9,8,3,3.0,2.67,Low Quality,elite
Suicune (Shadow),Hidden Power (Electric),fast,electric,1.0,9,8,3,3.0,2.67,Low Quality,elite
Suicune (Shadow),Hidden Power (Fighting),fast,fighting,1.0,9,8,3,3.0,2.67,Low Quality,elite
Suicune (Shadow),Hidden Power (Fire),fast,fire,1.0,9,8,3,3.0,2.67,Low Quality,elite
Suicune (Shadow),Hidden Power (Flying),fast,flying,1.0,9,8,3,3.0,2.67,Low Quality,elite
Suicune (Shadow),Hidden Power (Ghost),fast,ghost,1.0,9,8,3,3.0,2.67,Low Quality,elite
Suicune (Shadow),Hidden Power (Grass),fast,grass,1.0,9,8,3,3.0,2.67,Low Quality,elite
Suicune (Shadow),Hidden Power (Ground),fast,ground,1.0,9,8,3,3.0,2.67,Low Quality,elite
Suicune (Shadow),Hidden Power (Ice),fast,ice,1.0,9,8,3,3.0,2.67,Low Quality,elite
Suicune (Shadow),Hidden Power (Poison),fast,poison,1.0,9,8,3,3.0,2.67,Low Quality,elite
Suicune (Shadow),Hidden Power (Psychic),fast,psychic,1.0,9,8,3,3.0,2.67,Low Quality,elite
Suicune (Shadow),Hidden Power (Rock),fast,rock,1.0,9,8,3,3.0,2.67,Low Quality,elite
Suicune (Shadow),Hidden Power (Steel),fast,steel,1.0,9,8,3,3.0,2.67,Low Quality,elite
Suicune (Shadow),Hidden Power (Water),fast,water,1.2,9,8,3,3.0,2.67,Low Quality,elite
Suicune (Shadow),Ice Fang,fast,ice,1.0,8,6,2,4.0,3.0,Multipurpose,
Suicune (Shadow),Snarl,fast,dark,1.0,5,13,3,1.67,4.33,Fast Charge,
Sunflora,Bullet Seed,fast,grass,1.2,5,13,3,1.67,4.33,Fast Charge,
Sunflora,Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,Heavy Damage,
Sunkern,Cut,fast,normal,1.0,3,2,1,3.0,2.0,Low Quality,
Sunkern,Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,Heavy Damage,
Surskit,Bubble,fast,water,1.2,8,11,3,2.67,3.67,Fast Charge,
Surskit,Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,General,
Swablu,Astonish,fast,ghost,1.0,12,10,3,4.0,3.33,Multipurpose,
Swablu,Peck,fast,flying,1.2,6,5,2,3.0,2.5,Low Quality,
Swadloon,Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,General,
Swadloon,Struggle Bug,fast,bug,1.2,9,8,3,3.0,2.67,Low Quality,
Swalot,Infestation,fast,bug,1.0,6,12,3,2.0,4.0,Fast Charge,
Swalot,Mud Shot,fast,ground,1.0,4,8,2,2.0,4.0,Fast Charge,
Swalot,Rock Smash,fast,fighting,1.0,9,7,3,3.0,2.33,Low Quality,
Swampert,Mud Shot,fast,ground,1.2,4,8,2,2.0,4.0,Fast Charge,
Swampert,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Swampert (Mega),Mud Shot,fast,ground,1.2,4,8,2,2.0,4.0,Fast Charge,
Swampert (Mega),Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Swampert (Shadow),Mud Shot,fast,ground,1.2,4,8,2,2.0,4.0,Fast Charge,
Swampert (Shadow),Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Swanna,Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,General,
Swanna,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Swanna (Shadow),Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,General,
Swanna (Shadow),Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Swellow,Steel Wing,fast,steel,1.0,7,6,2,3.5,3.0,General,
Swellow,Wing Attack,fast,flying,1.2,5,7,2,2.5,3.5,Fast Charge,
Swellow (Shadow),Steel Wing,fast,steel,1.0,7,6,2,3.5,3.0,General,
Swellow (Shadow),Wing Attack,fast,flying,1.2,5,7,2,2.5,3.5,Fast Charge,
Swinub,Powder Snow,fast,ice,1.2,5,8,2,2.5,4.0,Fast Charge,
Swinub,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Swinub (Shadow),Powder Snow,fast,ice,1.2,5,8,2,2.5,4.0,Fast Charge,
Swinub (Shadow),Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Swirlix,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Swoobat,Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,General,
Swoobat,Confusion,fast,psychic,1.2,16,12,4,4.0,3.0,Multipurpose,
Sylveon,Charm,fast,fairy,1.2,15,6,3,5.0,2.0,Heavy Damage,
Sylveon,Quick Attack,fast,normal,1.0,5,8,2,2.5,4.0,Fast Charge,
Tadbulb,Thunder Shock,fast,electric,1.2,4,9,2,2.0,4.5,Fast Charge,
Tadbulb,Water Gun,fast,water,1.0,3,3,1,3.0,3.0,General,
Taillow,Peck,fast,flying,1.2,6,5,2,3.0,2.5,Low Quality,
Taillow,Quick Attack,fast,normal,1.2,5,8,2,2.5,4.0,Fast Charge,
Taillow (Shadow),Peck,fast,flying,1.2,6,5,2,3.0,2.5,Low Quality,
Taillow (Shadow),Quick Attack,fast,normal,1.2,5,8,2,2.5,4.0,Fast Charge,
Talonflame,Fire Spin,fast,fire,1.2,11,10,3,3.67,3.33,General,
Talonflame,Incinerate,fast,fire,1.2,20,20,5,4.0,4.0,Multipurpose,elite
Talonflame,Peck,fast,flying,1.2,6,5,2,3.0,2.5,Low Quality,
Talonflame,Steel Wing,fast,steel,1.0,7,6,2,3.5,3.0,General,
Tandemaus,Bullet Seed,fast,grass,1.0,5,13,3,1.67,4.33,Fast Charge,
Tandemaus,Mud Shot,fast,ground,1.0,4,8,2,2.0,4.0,Fast Charge,
Tandemaus,Take Down,fast,normal,1.2,5,8,3,1.67,2.67,Low Quality,
Tangela,Infestation,fast,bug,1.0,6,12,3,2.0,4.0,Fast Charge,
Tangela,Vine Whip,fast,grass,1.2,5,8,2,2.5,4.0,Fast Charge,
Tangela (Shadow),Infestation,fast,bug,1.0,6,12,3,2.0,4.0,Fast Charge,
Tangela (Shadow),Vine Whip,fast,grass,1.2,5,8,2,2.5,4.0,Fast Charge,
Tangrowth,Infestation,fast,bug,1.0,6,12,3,2.0,4.0,Fast Charge,
Tangrowth,Vine Whip,fast,grass,1.2,5,8,2,2.5,4.0,Fast Charge,
Tangrowth (Shadow),Infestation,fast,bug,1.0,6,12,3,2.0,4.0,Fast Charge,
Tangrowth (Shadow),Vine Whip,fast,grass,1.2,5,8,2,2.5,4.0,Fast Charge,
Tapu Bulu,Bullet Seed,fast,grass,1.2,5,13,3,1.67,4.33,Fast Charge,
Tapu Bulu,Rock Smash,fast,fighting,1.0,9,7,3,3.0,2.33,Low Quality,
Tapu Fini,Hidden Power (Bug),fast,bug,1.0,9,8,3,3.0,2.67,Low Quality,
Tapu Fini,Hidden Power (Dark),fast,dark,1.0,9,8,3,3.0,2.67,Low Quality,
Tapu Fini,Hidden Power (Dragon),fast,dragon,1.0,9,8,3,3.0,2.67,Low Quality,
Tapu Fini,Hidden Power (Electric),fast,electric,1.0,9,8,3,3.0,2.67,Low Quality,
Tapu Fini,Hidden Power (Fighting),fast,fighting,1.0,9,8,3,3.0,2.67,Low Quality,
Tapu Fini,Hidden Power (Fire),fast,fire,1.0,9,8,3,3.0,2.67,Low Quality,
Tapu Fini,Hidden Power (Flying),fast,flying,1.0,9,8,3,3.0,2.67,Low Quality,
Tapu Fini,Hidden Power (Ghost),fast,ghost,1.0,9,8,3,3.0,2.67,Low Quality,
Tapu Fini,Hidden Power (Grass),fast,grass,1.0,9,8,3,3.0,2.67,Low Quality,
Tapu Fini,Hidden Power (Ground),fast,ground,1.0,9,8,3,3.0,2.67,Low Quality,
Tapu Fini,Hidden Power (Ice),fast,ice,1.0,9,8,3,3.0,2.67,Low Quality,
Tapu Fini,Hidden Power (Poison),fast,poison,1.0,9,8,3,3.0,2.67,Low Quality,
Tapu Fini,Hidden Power (Psychic),fast,psychic,1.0,9,8,3,3.0,2.67,Low Quality,
Tapu Fini,Hidden Power (Rock),fast,rock,1.0,9,8,3,3.0,2.67,Low Quality,
Tapu Fini,Hidden Power (Steel),fast,steel,1.0,9,8,3,3.0,2.67,Low Quality,
Tapu Fini,Hidden Power (Water),fast,water,1.2,9,8,3,3.0,2.67,Low Quality,
Tapu Fini,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Tapu Koko,Quick Attack,fast,normal,1.0,5,8,2,2.5,4.0,Fast Charge,
Tapu Koko,Volt Switch,fast,electric,1.2,12,16,4,3.0,4.0,Multipurpose,
Tapu Lele,Astonish,fast,ghost,1.0,12,10,3,4.0,3.33,Multipurpose,
Tapu Lele,Confusion,fast,psychic,1.2,16,12,4,4.0,3.0,Multipurpose,
Tarountula,Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,General,
Tarountula,Struggle Bug,fast,bug,1.2,9,8,3,3.0,2.67,Low Quality,
Tatsugiri,Take Down,fast,normal,1.0,5,8,3,1.67,2.67,Low Quality,
Tatsugiri,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Tatsugiri_curly,Take Down,fast,normal,1.0,5,8,3,1.67,2.67,Low Quality,
Tatsugiri_curly,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Tatsugiri_droopy,Take Down,fast,normal,1.0,5,8,3,1.67,2.67,Low Quality,
Tatsugiri_droopy,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Tatsugiri_stretchy,Take Down,fast,normal,1.0,5,8,3,1.67,2.67,Low Quality,
Tatsugiri_stretchy,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Tauros,Tackle,fast,normal,1.2,3,3,1,3.0,3.0,General,
Tauros,Zen Headbutt,fast,psychic,1.0,8,6,3,2.67,2.0,Low Quality,
Teddiursa,Lick,fast,ghost,1.0,3,3,1,3.0,3.0,General,
Teddiursa,Scratch,fast,normal,1.2,4,2,1,4.0,2.0,Heavy Damage,
Teddiursa (Shadow),Lick,fast,ghost,1.0,3,3,1,3.0,3.0,General,
Teddiursa (Shadow),Scratch,fast,normal,1.2,4,2,1,4.0,2.0,Heavy Damage,
Tentacool,Bubble,fast,water,1.2,8,11,3,2.67,3.67,Fast Charge,
Tentacool,Poison Sting,fast,poison,1.2,4,9,2,2.0,4.5,Fast Charge,
Tentacool (Shadow),Bubble,fast,water,1.2,8,11,3,2.67,3.67,Fast Charge,
Tentacool (Shadow),Poison Sting,fast,poison,1.2,4,9,2,2.0,4.5,Fast Charge,
Tentacruel,Acid,fast,poison,1.2,6,5,2,3.0,2.5,Low Quality,
Tentacruel,Poison Jab,fast,poison,1.2,7,7,2,3.5,3.5,General,
Tentacruel (Shadow),Acid,fast,poison,1.2,6,5,2,3.0,2.5,Low Quality,
Tentacruel (Shadow),Poison Jab,fast,poison,1.2,7,7,2,3.5,3.5,General,
Tepig,Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,
Tepig,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Tepig (Shadow),Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,
Tepig (Shadow),Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Terrakion,Double Kick,fast,fighting,1.2,8,12,3,2.67,4.0,Multipurpose,
Terrakion,Smack Down,fast,rock,1.2,11,8,3,3.67,2.67,Heavy Damage,
Terrakion,Zen Headbutt,fast,psychic,1.0,8,6,3,2.67,2.0,Low Quality,
Thievul,Quick Attack,fast,normal,1.0,5,8,2,2.5,4.0,Fast Charge,
Thievul,Snarl,fast,dark,1.2,5,13,3,1.67,4.33,Fast Charge,
Throh,Low Kick,fast,fighting,1.2,4,5,2,2.0,2.5,Low Quality,
Throh,Zen Headbutt,fast,psychic,1.0,8,6,3,2.67,2.0,Low Quality,
Throh (Shadow),Low Kick,fast,fighting,1.2,4,5,2,2.0,2.5,Low Quality,
Throh (Shadow),Zen Headbutt,fast,psychic,1.0,8,6,3,2.67,2.0,Low Quality,
Thundurus (Incarnate),Astonish,fast,ghost,1.0,12,10,3,4.0,3.33,Multipurpose,
Thundurus (Incarnate),Thunder Shock,fast,electric,1.2,4,9,2,2.0,4.5,Fast Charge,
Thundurus (Therian),Bite,fast,dark,1.0,4,2,1,4.0,2.0,Heavy Damage,
Thundurus (Therian),Volt Switch,fast,electric,1.2,12,16,4,3.0,4.0,Multipurpose,
Thwackey,Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,Heavy Damage,
Thwackey,Scratch,fast,normal,1.0,4,2,1,4.0,2.0,Heavy Damage,
Timburr,Low Kick,fast,fighting,1.2,4,5,2,2.0,2.5,Low Quality,
Timburr,Pound,fast,normal,1.0,4,4,2,2.0,2.0,Low Quality,
Timburr (Shadow),Low Kick,fast,fighting,1.2,4,5,2,2.0,2.5,Low Quality,
Timburr (Shadow),Pound,fast,normal,1.0,4,4,2,2.0,2.0,Low Quality,
Ting-Lu,Mud Shot,fast,ground,1.2,4,8,2,2.0,4.0,Fast Charge,
Ting-Lu,Snarl,fast,dark,1.2,5,13,3,1.67,4.33,Fast Charge,
Tinkatink,Fairy Wind,fast,fairy,1.2,4,9,2,2.0,4.5,Fast Charge,
