pokemon,attacking_type,multiplier
Escavalier,poison,0.391
Escavalier,ground,1.0
Escavalier,rock,1.0
Escavalier,bug,0.625
Escavalier,ghost,1.0
Escavalier,steel,0.625
Escavalier,fire,2.56
Escavalier,water,1.0
Escavalier,grass,0.391
Escavalier,electric,1.0
Escavalier,psychic,0.625
Escavalier,ice,0.625
Escavalier,dragon,0.625
Escavalier,dark,1.0
Escavalier,fairy,0.625
Escavalier (Shadow),normal,0.625
Escavalier (Shadow),fighting,1.0
Escavalier (Shadow),flying,1.0
Escavalier (Shadow),poison,0.391
Escavalier (Shadow),ground,1.0
Escavalier (Shadow),rock,1.0
Escavalier (Shadow),bug,0.625
Escavalier (Shadow),ghost,1.0
Escavalier (Shadow),steel,0.625
Escavalier (Shadow),fire,2.56
Escavalier (Shadow),water,1.0
Escavalier (Shadow),grass,0.391
Escavalier (Shadow),electric,1.0
Escavalier (Shadow),psychic,0.625
Escavalier (Shadow),ice,0.625
Escavalier (Shadow),dragon,0.625
Escavalier (Shadow),dark,1.0
Escavalier (Shadow),fairy,0.625
Foongus,normal,1.0
Foongus,fighting,0.625
Foongus,flying,1.6
Foongus,poison,1.0
Foongus,ground,1.0
Foongus,rock,1.0
Foongus,bug,1.0
Foongus,ghost,1.0
Foongus,steel,1.0
Foongus,fire,1.6
Foongus,water,0.625
Foongus,grass,0.391
Foongus,electric,0.625
Foongus,psychic,1.6
Foongus,ice,1.6
Foongus,dragon,1.0
Foongus,dark,1.0
Foongus,fairy,0.625
Foongus (Shadow),normal,1.0
Foongus (Shadow),fighting,0.625
Foongus (Shadow),flying,1.6
Foongus (Shadow),poison,1.0
Foongus (Shadow),ground,1.0
Foongus (Shadow),rock,1.0
Foongus (Shadow),bug,1.0
Foongus (Shadow),ghost,1.0
Foongus (Shadow),steel,1.0
Foongus (Shadow),fire,1.6
Foongus (Shadow),water,0.625
Foongus (Shadow),grass,0.391
Foongus (Shadow),electric,0.625
Foongus (Shadow),psychic,1.6
Foongus (Shadow),ice,1.6
Foongus (Shadow),dragon,1.0
Foongus (Shadow),dark,1.0
Foongus (Shadow),fairy,0.625
Amoonguss,normal,1.0
Amoonguss,fighting,0.625
Amoonguss,flying,1.6
Amoonguss,poison,1.0
Amoonguss,ground,1.0
Amoonguss,rock,1.0
Amoonguss,bug,1.0
Amoonguss,ghost,1.0
Amoonguss,steel,1.0
Amoonguss,fire,1.6
Amoonguss,water,0.625
Amoonguss,grass,0.391
Amoonguss,electric,0.625
Amoonguss,psychic,1.6
Amoonguss,ice,1.6
Amoonguss,dragon,1.0
Amoonguss,dark,1.0
Amoonguss,fairy,0.625
Amoonguss (Shadow),normal,1.0
Amoonguss (Shadow),fighting,0.625
Amoonguss (Shadow),flying,1.6
Amoonguss (Shadow),poison,1.0
Amoonguss (Shadow),ground,1.0
Amoonguss (Shadow),rock,1.0
Amoonguss (Shadow),bug,1.0
Amoonguss (Shadow),ghost,1.0
Amoonguss (Shadow),steel,1.0
Amoonguss (Shadow),fire,1.6
Amoonguss (Shadow),water,0.625
Amoonguss (Shadow),grass,0.391
Amoonguss (Shadow),electric,0.625
Amoonguss (Shadow),psychic,1.6
Amoonguss (Shadow),ice,1.6
Amoonguss (Shadow),dragon,1.0
Amoonguss (Shadow),dark,1.0
Amoonguss (Shadow),fairy,0.625
Frillish,normal,0.391
Frillish,fighting,0.391
Frillish,flying,1.0
Frillish,poison,0.625
Frillish,ground,1.0
Frillish,rock,1.0
Frillish,bug,0.625
Frillish,ghost,1.6
Frillish,steel,0.625
Frillish,fire,0.625
Frillish,water,0.625
Frillish,grass,1.6
Frillish,electric,1.6
Frillish,psychic,1.0
Frillish,ice,0.625
Frillish,dragon,1.0
Frillish,dark,1.6
Frillish,fairy,1.0
Jellicent,normal,0.391
Jellicent,fighting,0.391
Jellicent,flying,1.0
Jellicent,poison,0.625
Jellicent,ground,1.0
Jellicent,rock,1.0
Jellicent,bug,0.625
Jellicent,ghost,1.6
Jellicent,steel,0.625
Jellicent,fire,0.625
Jellicent,water,0.625
Jellicent,grass,1.6
Jellicent,electric,1.6
Jellicent,psychic,1.0
Jellicent,ice,0.625
Jellicent,dragon,1.0
Jellicent,dark,1.6
Jellicent,fairy,1.0
Alomomola,normal,1.0
Alomomola,fighting,1.0
Alomomola,flying,1.0
Alomomola,poison,1.0
Alomomola,ground,1.0
Alomomola,rock,1.0
Alomomola,bug,1.0
Alomomola,ghost,1.0
Alomomola,steel,0.625
Alomomola,fire,0.625
Alomomola,water,0.625
Alomomola,grass,1.6
Alomomola,electric,1.6
Alomomola,psychic,1.0
Alomomola,ice,0.625
Alomomola,dragon,1.0
Alomomola,dark,1.0
Alomomola,fairy,1.0
Joltik,normal,1.0
Joltik,fighting,0.625
Joltik,flying,1.0
Joltik,poison,1.0
Joltik,ground,1.0
Joltik,rock,1.6
Joltik,bug,1.0
Joltik,ghost,1.0
Joltik,steel,0.625
Joltik,fire,1.6
Joltik,water,1.0
Joltik,grass,0.625
Joltik,electric,0.625
Joltik,psychic,1.0
Joltik,ice,1.0
Joltik,dragon,1.0
Joltik,dark,1.0
Joltik,fairy,1.0
Joltik (Shadow),normal,1.0
Joltik (Shadow),fighting,0.625
Joltik (Shadow),flying,1.0
Joltik (Shadow),poison,1.0
Joltik (Shadow),ground,1.0
Joltik (Shadow),rock,1.6
Joltik (Shadow),bug,1.0
Joltik (Shadow),ghost,1.0
Joltik (Shadow),steel,0.625
Joltik (Shadow),fire,1.6
Joltik (Shadow),water,1.0
Joltik (Shadow),grass,0.625
Joltik (Shadow),electric,0.625
Joltik (Shadow),psychic,1.0
Joltik (Shadow),ice,1.0
Joltik (Shadow),dragon,1.0
Joltik (Shadow),dark,1.0
Joltik (Shadow),fairy,1.0
Galvantula,normal,1.0
Galvantula,fighting,0.625
Galvantula,flying,1.0
Galvantula,poison,1.0
Galvantula,ground,1.0
Galvantula,rock,1.6
Galvantula,bug,1.0
Galvantula,ghost,1.0
Galvantula,steel,0.625
Galvantula,fire,1.6
Galvantula,water,1.0
Galvantula,grass,0.625
Galvantula,electric,0.625
Galvantula,psychic,1.0
Galvantula,ice,1.0
Galvantula,dragon,1.0
Galvantula,dark,1.0
Galvantula,fairy,1.0
Galvantula (Shadow),normal,1.0
Galvantula (Shadow),fighting,0.625
Galvantula (Shadow),flying,1.0
Galvantula (Shadow),poison,1.0
Galvantula (Shadow),ground,1.0
Galvantula (Shadow),rock,1.6
Galvantula (Shadow),bug,1.0
Galvantula (Shadow),ghost,1.0
Galvantula (Shadow),steel,0.625
Galvantula (Shadow),fire,1.6
Galvantula (Shadow),water,1.0
Galvantula (Shadow),grass,0.625
Galvantula (Shadow),electric,0.625
Galvantula (Shadow),psychic,1.0
Galvantula (Shadow),ice,1.0
Galvantula (Shadow),dragon,1.0
Galvantula (Shadow),dark,1.0
Galvantula (Shadow),fairy,1.0
Ferroseed,normal,0.625
Ferroseed,fighting,1.6
Ferroseed,flying,1.0
Ferroseed,poison,0.625
Ferroseed,ground,1.0
Ferroseed,rock,0.625
Ferroseed,bug,1.0
Ferroseed,ghost,1.0
Ferroseed,steel,0.625
Ferroseed,fire,2.56
Ferroseed,water,0.625
Ferroseed,grass,0.391
Ferroseed,electric,0.625
Ferroseed,psychic,0.625
Ferroseed,ice,1.0
Ferroseed,dragon,0.625
Ferroseed,dark,1.0
Ferroseed,fairy,0.625
Ferroseed (Shadow),normal,0.625
Ferroseed (Shadow),fighting,1.6
Ferroseed (Shadow),flying,1.0
Ferroseed (Shadow),poison,0.625
Ferroseed (Shadow),ground,1.0
Ferroseed (Shadow),rock,0.625
Ferroseed (Shadow),bug,1.0
Ferroseed (Shadow),ghost,1.0
Ferroseed (Shadow),steel,0.625
Ferroseed (Shadow),fire,2.56
Ferroseed (Shadow),water,0.625
Ferroseed (Shadow),grass,0.391
Ferroseed (Shadow),electric,0.625
Ferroseed (Shadow),psychic,0.625
Ferroseed (Shadow),ice,1.0
Ferroseed (Shadow),dragon,0.625
Ferroseed (Shadow),dark,1.0
Ferroseed (Shadow),fairy,0.625
Ferrothorn,normal,0.625
Ferrothorn,fighting,1.6
Ferrothorn,flying,1.0
Ferrothorn,poison,0.625
Ferrothorn,ground,1.0
Ferrothorn,rock,0.625
Ferrothorn,bug,1.0
Ferrothorn,ghost,1.0
Ferrothorn,steel,0.625
Ferrothorn,fire,2.56
Ferrothorn,water,0.625
Ferrothorn,grass,0.391
Ferrothorn,electric,0.625
Ferrothorn,psychic,0.625
Ferrothorn,ice,1.0
Ferrothorn,dragon,0.625
Ferrothorn,dark,1.0
Ferrothorn,fairy,0.625
Ferrothorn (Shadow),normal,0.625
Ferrothorn (Shadow),fighting,1.6
Ferrothorn (Shadow),flying,1.0
Ferrothorn (Shadow),poison,0.625
Ferrothorn (Shadow),ground,1.0
Ferrothorn (Shadow),rock,0.625
Ferrothorn (Shadow),bug,1.0
Ferrothorn (Shadow),ghost,1.0
Ferrothorn (Shadow),steel,0.625
Ferrothorn (Shadow),fire,2.56
Ferrothorn (Shadow),water,0.625
Ferrothorn (Shadow),grass,0.391
Ferrothorn (Shadow),electric,0.625
Ferrothorn (Shadow),psychic,0.625
Ferrothorn (Shadow),ice,1.0
Ferrothorn (Shadow),dragon,0.625
Ferrothorn (Shadow),dark,1.0
Ferrothorn (Shadow),fairy,0.625
Klink,normal,0.625
Klink,fighting,1.6
Klink,flying,0.625
Klink,poison,0.391
Klink,ground,1.6
Klink,rock,0.625
Klink,bug,0.625
Klink,ghost,1.0
Klink,steel,0.625
Klink,fire,1.6
Klink,water,1.0
Klink,grass,0.625
Klink,electric,1.0
Klink,psychic,0.625
Klink,ice,0.625
Klink,dragon,0.625
Klink,dark,1.0
Klink,fairy,0.625
Klang,normal,0.625
Klang,fighting,1.6
Klang,flying,0.625
Klang,poison,0.391
Klang,ground,1.6
Klang,rock,0.625
Klang,bug,0.625
Klang,ghost,1.0
Klang,steel,0.625
Klang,fire,1.6
Klang,water,1.0
Klang,grass,0.625
Klang,electric,1.0
Klang,psychic,0.625
Klang,ice,0.625
Klang,dragon,0.625
Klang,dark,1.0
Klang,fairy,0.625
Klinklang,normal,0.625
Klinklang,fighting,1.6
Klinklang,flying,0.625
Klinklang,poison,0.391
Klinklang,ground,1.6
Klinklang,rock,0.625
Klinklang,bug,0.625
Klinklang,ghost,1.0
Klinklang,steel,0.625
Klinklang,fire,1.6
Klinklang,water,1.0
Klinklang,grass,0.625
Klinklang,electric,1.0
Klinklang,psychic,0.625
Klinklang,ice,0.625
Klinklang,dragon,0.625
Klinklang,dark,1.0
Klinklang,fairy,0.625
Tynamo,normal,1.0
Tynamo,fighting,1.0
Tynamo,flying,0.625
Tynamo,poison,1.0
Tynamo,ground,1.6
Tynamo,rock,1.0
Tynamo,bug,1.0
Tynamo,ghost,1.0
Tynamo,steel,0.625
Tynamo,fire,1.0
Tynamo,water,1.0
Tynamo,grass,1.0
Tynamo,electric,0.625
Tynamo,psychic,1.0
Tynamo,ice,1.0
Tynamo,dragon,1.0
Tynamo,dark,1.0
Tynamo,fairy,1.0
Eelektrik,normal,1.0
Eelektrik,fighting,1.0
Eelektrik,flying,0.625
Eelektrik,poison,1.0
Eelektrik,ground,1.6
Eelektrik,rock,1.0
Eelektrik,bug,1.0
Eelektrik,ghost,1.0
Eelektrik,steel,0.625
Eelektrik,fire,1.0
Eelektrik,water,1.0
Eelektrik,grass,1.0
Eelektrik,electric,0.625
Eelektrik,psychic,1.0
Eelektrik,ice,1.0
Eelektrik,dragon,1.0
Eelektrik,dark,1.0
Eelektrik,fairy,1.0
Eelektross,normal,1.0
Eelektross,fighting,1.0
Eelektross,flying,0.625
Eelektross,poison,1.0
Eelektross,ground,1.6
Eelektross,rock,1.0
Eelektross,bug,1.0
Eelektross,ghost,1.0
Eelektross,steel,0.625
Eelektross,fire,1.0
Eelektross,water,1.0
Eelektross,grass,1.0
Eelektross,electric,0.625
Eelektross,psychic,1.0
Eelektross,ice,1.0
Eelektross,dragon,1.0
Eelektross,dark,1.0
Eelektross,fairy,1.0
Elgyem,normal,1.0
Elgyem,fighting,0.625
Elgyem,flying,1.0
Elgyem,poison,1.0
Elgyem,ground,1.0
Elgyem,rock,1.0
Elgyem,bug,1.6
Elgyem,ghost,1.6
Elgyem,steel,1.0
Elgyem,fire,1.0
Elgyem,water,1.0
Elgyem,grass,1.0
Elgyem,electric,1.0
Elgyem,psychic,0.625
Elgyem,ice,1.0
Elgyem,dragon,1.0
Elgyem,dark,1.6
Elgyem,fairy,1.0
Beheeyem,normal,1.0
Beheeyem,fighting,0.625
Beheeyem,flying,1.0
Beheeyem,poison,1.0
Beheeyem,ground,1.0
Beheeyem,rock,1.0
Beheeyem,bug,1.6
Beheeyem,ghost,1.6
Beheeyem,steel,1.0
Beheeyem,fire,1.0
Beheeyem,water,1.0
Beheeyem,grass,1.0
Beheeyem,electric,1.0
Beheeyem,psychic,0.625
Beheeyem,ice,1.0
Beheeyem,dragon,1.0
Beheeyem,dark,1.6
Beheeyem,fairy,1.0
Litwick,normal,0.391
Litwick,fighting,0.391
Litwick,flying,1.0
Litwick,poison,0.625
Litwick,ground,1.6
Litwick,rock,1.6
Litwick,bug,0.391
Litwick,ghost,1.6
Litwick,steel,0.625
Litwick,fire,0.625
Litwick,water,1.6
Litwick,grass,0.625
Litwick,electric,1.0
Litwick,psychic,1.0
Litwick,ice,0.625
Litwick,dragon,1.0
Litwick,dark,1.6
Litwick,fairy,0.625
Litwick (Shadow),normal,0.391
Litwick (Shadow),fighting,0.391
Litwick (Shadow),flying,1.0
Litwick (Shadow),poison,0.625
Litwick (Shadow),ground,1.6
Litwick (Shadow),rock,1.6
Litwick (Shadow),bug,0.391
Litwick (Shadow),ghost,1.6
Litwick (Shadow),steel,0.625
Litwick (Shadow),fire,0.625
Litwick (Shadow),water,1.6
Litwick (Shadow),grass,0.625
Litwick (Shadow),electric,1.0
Litwick (Shadow),psychic,1.0
Litwick (Shadow),ice,0.625
Litwick (Shadow),dragon,1.0
Litwick (Shadow),dark,1.6
Litwick (Shadow),fairy,0.625
Lampent,normal,0.391
Lampent,fighting,0.391
Lampent,flying,1.0
Lampent,poison,0.625
Lampent,ground,1.6
Lampent,rock,1.6
Lampent,bug,0.391
Lampent,ghost,1.6
Lampent,steel,0.625
Lampent,fire,0.625
Lampent,water,1.6
Lampent,grass,0.625
Lampent,electric,1.0
Lampent,psychic,1.0
Lampent,ice,0.625
Lampent,dragon,1.0
Lampent,dark,1.6
Lampent,fairy,0.625
Lampent (Shadow),normal,0.391
Lampent (Shadow),fighting,0.391
Lampent (Shadow),flying,1.0
Lampent (Shadow),poison,0.625
Lampent (Shadow),ground,1.6
Lampent (Shadow),rock,1.6
Lampent (Shadow),bug,0.391
Lampent (Shadow),ghost,1.6
Lampent (Shadow),steel,0.625
Lampent (Shadow),fire,0.625
Lampent (Shadow),water,1.6
Lampent (Shadow),grass,0.625
Lampent (Shadow),electric,1.0
Lampent (Shadow),psychic,1.0
Lampent (Shadow),ice,0.625
Lampent (Shadow),dragon,1.0
Lampent (Shadow),dark,1.6
Lampent (Shadow),fairy,0.625
Chandelure,normal,0.391
Chandelure,fighting,0.391
Chandelure,flying,1.0
Chandelure,poison,0.625
Chandelure,ground,1.6
Chandelure,rock,1.6
Chandelure,bug,0.391
Chandelure,ghost,1.6
Chandelure,steel,0.625
Chandelure,fire,0.625
Chandelure,water,1.6
Chandelure,grass,0.625
Chandelure,electric,1.0
Chandelure,psychic,1.0
Chandelure,ice,0.625
Chandelure,dragon,1.0
Chandelure,dark,1.6
Chandelure,fairy,0.625
Chandelure (Shadow),normal,0.391
Chandelure (Shadow),fighting,0.391
Chandelure (Shadow),flying,1.0
Chandelure (Shadow),poison,0.625
Chandelure (Shadow),ground,1.6
Chandelure (Shadow),rock,1.6
Chandelure (Shadow),bug,0.391
Chandelure (Shadow),ghost,1.6
Chandelure (Shadow),steel,0.625
Chandelure (Shadow),fire,0.625
Chandelure (Shadow),water,1.6
Chandelure (Shadow),grass,0.625
Chandelure (Shadow),electric,1.0
Chandelure (Shadow),psychic,1.0
Chandelure (Shadow),ice,0.625
Chandelure (Shadow),dragon,1.0
Chandelure (Shadow),dark,1.6
Chandelure (Shadow),fairy,0.625
Axew,normal,1.0
Axew,fighting,1.0
Axew,flying,1.0
Axew,poison,1.0
Axew,ground,1.0
Axew,rock,1.0
Axew,bug,1.0
Axew,ghost,1.0
Axew,steel,1.0
Axew,fire,0.625
Axew,water,0.625
Axew,grass,0.625
Axew,electric,0.625
Axew,psychic,1.0
Axew,ice,1.6
Axew,dragon,1.6
Axew,dark,1.0
Axew,fairy,1.6
Fraxure,normal,1.0
Fraxure,fighting,1.0
Fraxure,flying,1.0
Fraxure,poison,1.0
Fraxure,ground,1.0
Fraxure,rock,1.0
Fraxure,bug,1.0
Fraxure,ghost,1.0
Fraxure,steel,1.0
Fraxure,fire,0.625
Fraxure,water,0.625
Fraxure,grass,0.625
Fraxure,electric,0.625
Fraxure,psychic,1.0
Fraxure,ice,1.6
Fraxure,dragon,1.6
Fraxure,dark,1.0
Fraxure,fairy,1.6
Haxorus,normal,1.0
Haxorus,fighting,1.0
Haxorus,flying,1.0
Haxorus,poison,1.0
Haxorus,ground,1.0
Haxorus,rock,1.0
Haxorus,bug,1.0
Haxorus,ghost,1.0
Haxorus,steel,1.0
Haxorus,fire,0.625
Haxorus,water,0.625
Haxorus,grass,0.625
Haxorus,electric,0.625
Haxorus,psychic,1.0
Haxorus,ice,1.6
Haxorus,dragon,1.6
Haxorus,dark,1.0
Haxorus,fairy,1.6
Cubchoo,normal,1.0
Cubchoo,fighting,1.6
Cubchoo,flying,1.0
Cubchoo,poison,1.0
Cubchoo,ground,1.0
Cubchoo,rock,1.6
Cubchoo,bug,1.0
Cubchoo,ghost,1.0
Cubchoo,steel,1.6
Cubchoo,fire,1.6
Cubchoo,water,1.0
Cubchoo,grass,1.0
Cubchoo,electric,1.0
Cubchoo,psychic,1.0
Cubchoo,ice,0.625
Cubchoo,dragon,1.0
Cubchoo,dark,1.0
Cubchoo,fairy,1.0
Beartic,normal,1.0
Beartic,fighting,1.6
Beartic,flying,1.0
Beartic,poison,1.0
Beartic,ground,1.0
Beartic,rock,1.6
Beartic,bug,1.0
Beartic,ghost,1.0
Beartic,steel,1.6
Beartic,fire,1.6
Beartic,water,1.0
Beartic,grass,1.0
Beartic,electric,1.0
Beartic,psychic,1.0
Beartic,ice,0.625
Beartic,dragon,1.0
Beartic,dark,1.0
Beartic,fairy,1.0
Cryogonal,normal,1.0
Cryogonal,fighting,1.6
Cryogonal,flying,1.0
Cryogonal,poison,1.0
Cryogonal,ground,1.0
Cryogonal,rock,1.6
Cryogonal,bug,1.0
Cryogonal,ghost,1.0
Cryogonal,steel,1.6
Cryogonal,fire,1.6
Cryogonal,water,1.0
Cryogonal,grass,1.0
Cryogonal,electric,1.0
Cryogonal,psychic,1.0
Cryogonal,ice,0.625
Cryogonal,dragon,1.0
Cryogonal,dark,1.0
Cryogonal,fairy,1.0
Shelmet,normal,1.0
Shelmet,fighting,0.625
Shelmet,flying,1.6
Shelmet,poison,1.0
Shelmet,ground,0.625
Shelmet,rock,1.6
Shelmet,bug,1.0
Shelmet,ghost,1.0
Shelmet,steel,1.0
Shelmet,fire,1.6
Shelmet,water,1.0
Shelmet,grass,0.625
Shelmet,electric,1.0
Shelmet,psychic,1.0
Shelmet,ice,1.0
Shelmet,dragon,1.0
Shelmet,dark,1.0
Shelmet,fairy,1.0
Shelmet (Shadow),normal,1.0
Shelmet (Shadow),fighting,0.625
Shelmet (Shadow),flying,1.6
Shelmet (Shadow),poison,1.0
Shelmet (Shadow),ground,0.625
Shelmet (Shadow),rock,1.6
Shelmet (Shadow),bug,1.0
Shelmet (Shadow),ghost,1.0
Shelmet (Shadow),steel,1.0
Shelmet (Shadow),fire,1.6
Shelmet (Shadow),water,1.0
Shelmet (Shadow),grass,0.625
Shelmet (Shadow),electric,1.0
Shelmet (Shadow),psychic,1.0
Shelmet (Shadow),ice,1.0
Shelmet (Shadow),dragon,1.0
Shelmet (Shadow),dark,1.0
Shelmet (Shadow),fairy,1.0
Accelgor,normal,1.0
Accelgor,fighting,0.625
Accelgor,flying,1.6
Accelgor,poison,1.0
Accelgor,ground,0.625
Accelgor,rock,1.6
Accelgor,bug,1.0
Accelgor,ghost,1.0
Accelgor,steel,1.0
Accelgor,fire,1.6
Accelgor,water,1.0
Accelgor,grass,0.625
Accelgor,electric,1.0
Accelgor,psychic,1.0
Accelgor,ice,1.0
Accelgor,dragon,1.0
Accelgor,dark,1.0
Accelgor,fairy,1.0
Accelgor (Shadow),normal,1.0
Accelgor (Shadow),fighting,0.625
Accelgor (Shadow),flying,1.6
Accelgor (Shadow),poison,1.0
Accelgor (Shadow),ground,0.625
Accelgor (Shadow),rock,1.6
Accelgor (Shadow),bug,1.0
Accelgor (Shadow),ghost,1.0
Accelgor (Shadow),steel,1.0
Accelgor (Shadow),fire,1.6
Accelgor (Shadow),water,1.0
Accelgor (Shadow),grass,0.625
Accelgor (Shadow),electric,1.0
Accelgor (Shadow),psychic,1.0
Accelgor (Shadow),ice,1.0
Accelgor (Shadow),dragon,1.0
Accelgor (Shadow),dark,1.0
Accelgor (Shadow),fairy,1.0
Stunfisk,normal,1.0
Stunfisk,fighting,1.0
Stunfisk,flying,0.625
Stunfisk,poison,0.625
Stunfisk,ground,1.6
Stunfisk,rock,0.625
Stunfisk,bug,1.0
Stunfisk,ghost,1.0
Stunfisk,steel,0.625
Stunfisk,fire,1.0
Stunfisk,water,1.6
Stunfisk,grass,1.6
Stunfisk,electric,0.244
Stunfisk,psychic,1.0
Stunfisk,ice,1.6
Stunfisk,dragon,1.0
Stunfisk,dark,1.0
Stunfisk,fairy,1.0
Stunfisk (Galarian),normal,0.625
Stunfisk (Galarian),fighting,1.6
Stunfisk (Galarian),flying,0.625
Stunfisk (Galarian),poison,0.244
Stunfisk (Galarian),ground,1.6
Stunfisk (Galarian),rock,0.391
Stunfisk (Galarian),bug,0.625
Stunfisk (Galarian),ghost,1.0
Stunfisk (Galarian),steel,0.625
Stunfisk (Galarian),fire,1.6
Stunfisk (Galarian),water,1.6
Stunfisk (Galarian),grass,1.0
Stunfisk (Galarian),electric,0.391
Stunfisk (Galarian),psychic,0.625
Stunfisk (Galarian),ice,1.0
Stunfisk (Galarian),dragon,0.625
Stunfisk (Galarian),dark,1.0
Stunfisk (Galarian),fairy,0.625
Mienfoo,normal,1.0
Mienfoo,fighting,1.0
Mienfoo,flying,1.6
Mienfoo,poison,1.0
Mienfoo,ground,1.0
Mienfoo,rock,0.625
Mienfoo,bug,0.625
Mienfoo,ghost,1.0
Mienfoo,steel,1.0
Mienfoo,fire,1.0
Mienfoo,water,1.0
Mienfoo,grass,1.0
Mienfoo,electric,1.0
Mienfoo,psychic,1.6
Mienfoo,ice,1.0
Mienfoo,dragon,1.0
Mienfoo,dark,0.625
Mienfoo,fairy,1.6
Mienshao,normal,1.0
Mienshao,fighting,1.0
Mienshao,flying,1.6
Mienshao,poison,1.0
Mienshao,ground,1.0
Mienshao,rock,0.625
Mienshao,bug,0.625
Mienshao,ghost,1.0
Mienshao,steel,1.0
Mienshao,fire,1.0
Mienshao,water,1.0
Mienshao,grass,1.0
Mienshao,electric,1.0
Mienshao,psychic,1.6
Mienshao,ice,1.0
Mienshao,dragon,1.0
Mienshao,dark,0.625
Mienshao,fairy,1.6
Druddigon,normal,1.0
Druddigon,fighting,1.0
Druddigon,flying,1.0
Druddigon,poison,1.0
Druddigon,ground,1.0
Druddigon,rock,1.0
Druddigon,bug,1.0
Druddigon,ghost,1.0
Druddigon,steel,1.0
Druddigon,fire,0.625
Druddigon,water,0.625
Druddigon,grass,0.625
Druddigon,electric,0.625
Druddigon,psychic,1.0
Druddigon,ice,1.6
Druddigon,dragon,1.6
Druddigon,dark,1.0
Druddigon,fairy,1.6
Golett,normal,0.391
Golett,fighting,0.391
Golett,flying,1.0
Golett,poison,0.391
Golett,ground,1.0
Golett,rock,0.625
Golett,bug,0.625
Golett,ghost,1.6
Golett,steel,1.0
Golett,fire,1.0
Golett,water,1.6
Golett,grass,1.6
Golett,electric,0.391
Golett,psychic,1.0
Golett,ice,1.6
Golett,dragon,1.0
Golett,dark,1.6
Golett,fairy,1.0
Golett (Shadow),normal,0.391
Golett (Shadow),fighting,0.391
Golett (Shadow),flying,1.0
Golett (Shadow),poison,0.391
Golett (Shadow),ground,1.0
Golett (Shadow),rock,0.625
Golett (Shadow),bug,0.625
Golett (Shadow),ghost,1.6
Golett (Shadow),steel,1.0
Golett (Shadow),fire,1.0
Golett (Shadow),water,1.6
Golett (Shadow),grass,1.6
Golett (Shadow),electric,0.391
Golett (Shadow),psychic,1.0
Golett (Shadow),ice,1.6
Golett (Shadow),dragon,1.0
Golett (Shadow),dark,1.6
Golett (Shadow),fairy,1.0
Golurk,normal,0.391
Golurk,fighting,0.391
Golurk,flying,1.0
Golurk,poison,0.391
Golurk,ground,1.0
Golurk,rock,0.625
Golurk,bug,0.625
Golurk,ghost,1.6
Golurk,steel,1.0
Golurk,fire,1.0
Golurk,water,1.6
Golurk,grass,1.6
Golurk,electric,0.391
Golurk,psychic,1.0
Golurk,ice,1.6
Golurk,dragon,1.0
Golurk,dark,1.6
Golurk,fairy,1.0
Golurk (Shadow),normal,0.391
Golurk (Shadow),fighting,0.391
Golurk (Shadow),flying,1.0
Golurk (Shadow),poison,0.391
Golurk (Shadow),ground,1.0
Golurk (Shadow),rock,0.625
Golurk (Shadow),bug,0.625
Golurk (Shadow),ghost,1.6
Golurk (Shadow),steel,1.0
Golurk (Shadow),fire,1.0
Golurk (Shadow),water,1.6
Golurk (Shadow),grass,1.6
Golurk (Shadow),electric,0.391
Golurk (Shadow),psychic,1.0
Golurk (Shadow),ice,1.6
Golurk (Shadow),dragon,1.0
Golurk (Shadow),dark,1.6
Golurk (Shadow),fairy,1.0
Pawniard,normal,0.625
Pawniard,fighting,2.56
Pawniard,flying,0.625
Pawniard,poison,0.391
Pawniard,ground,1.6
Pawniard,rock,0.625
Pawniard,bug,1.0
Pawniard,ghost,0.625
Pawniard,steel,0.625
Pawniard,fire,1.6
Pawniard,water,1.0
Pawniard,grass,0.625
Pawniard,electric,1.0
Pawniard,psychic,0.244
Pawniard,ice,0.625
Pawniard,dragon,0.625
Pawniard,dark,0.625
Pawniard,fairy,1.0
Bisharp,normal,0.625
Bisharp,fighting,2.56
Bisharp,flying,0.625
Bisharp,poison,0.391
Bisharp,ground,1.6
Bisharp,rock,0.625
Bisharp,bug,1.0
Bisharp,ghost,0.625
Bisharp,steel,0.625
Bisharp,fire,1.6
Bisharp,water,1.0
Bisharp,grass,0.625
Bisharp,electric,1.0
Bisharp,psychic,0.244
Bisharp,ice,0.625
Bisharp,dragon,0.625
Bisharp,dark,0.625
Bisharp,fairy,1.0
Bouffalant,normal,1.0
Bouffalant,fighting,1.6
Bouffalant,flying,1.0
Bouffalant,poison,1.0
Bouffalant,ground,1.0
Bouffalant,rock,1.0
Bouffalant,bug,1.0
Bouffalant,ghost,0.391
Bouffalant,steel,1.0
Bouffalant,fire,1.0
Bouffalant,water,1.0
Bouffalant,grass,1.0
Bouffalant,electric,1.0
Bouffalant,psychic,1.0
Bouffalant,ice,1.0
Bouffalant,dragon,1.0
Bouffalant,dark,1.0
Bouffalant,fairy,1.0
Rufflet,normal,1.0
Rufflet,fighting,1.0
Rufflet,flying,1.0
Rufflet,poison,1.0
Rufflet,ground,0.391
Rufflet,rock,1.6
Rufflet,bug,1.0
Rufflet,ghost,0.391
Rufflet,steel,1.0
Rufflet,fire,1.0
Rufflet,water,1.0
Rufflet,grass,0.625
